SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,HEATING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,UTILITIES,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE
MLS Listing,,Single Family Residential,35181 Mount Whitney Ter,Fremont,CA,94536,1799000,4.0,3.0,NILES AREA,2196.0,4275.0,2000.0,1.0,819.0,140.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/35181-Mount-Whitney-Ter-94536/home/1208617,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040416,N,Y,37.5880648,-122.0032673,2.0,"Tile, Carpet, Engineered Wood",Forced Air,7,6,7,2.25,819.0,1814977.0,13049.0,43,Somewhat bikeable,45,Car-dependent,,,Moderate,Severe,Moderate,Minimal,"Places4 groceries, 31 restaurants, 16 parksTransit200, 216, 232, 251, 625, 801, 97, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040416",1799000.0,"Jun 23, 2007","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40250633",NA,"Mar 19, 2007","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40250633",885000.0,,,,https://www.redfin.com/CA/Fremont/35181-Mount-Whitney-Ter-94536/home/1208617,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,4141 Deep Creek Rd #181,Fremont,CA,94555,198800,2.0,2.0,BESARO MHP,1152.0,,,2.0,173.0,,Active,,,https://www.redfin.com/CA/Fremont/4141-Deep-Creek-Rd-94555/unit-181/home/21855542,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040411,N,Y,37.5788818,-122.0530485,,"Vinyl, Carpet","Forced Air, Natural Gas",8,7,9,3.0,173.0,197219.0,1427.0,60,Bikeable,46,Car-dependent,32,Some transit,Minimal,Minor,Moderate,Minimal,"Places6 groceries, 20 restaurants, 9 parksTransit200, 210, 232, 621, 97, SB","Sep 27, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040411",198800.0,"Dec 28, 2014","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40677492",NA,"Oct 15, 2014","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40677492",89950.0,,,,https://www.redfin.com/CA/Fremont/4141-Deep-Creek-Rd-94555/unit-181/home/21855542,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,969 Avila Terraza,Fremont,CA,94538,910000,2.0,2.0,ANDALUSIA,1102.0,259532.0,2001.0,2.0,826.0,480.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/969-Avila-Terraza-94538/home/187684541,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040313,N,Y,37.559889,-121.967178,1.0,"Hardwood, Tile",Central,7,6,7,2.0,826.0,912081.0,7010.0,60,Bikeable,30,Car-dependent,53,Good transit,Minimal,Major,Moderate,Minimal,"Places1 grocery, 22 restaurants, 7 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 27, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040313",910000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/969-Avila-Terraza-94538/home/187684541,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,38856 Northern Cmn,Fremont,CA,94536,1099000,3.0,2.5,LAKE POINT,1400.0,1014.0,1995.0,2.0,785.0,220.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Fremont/38856-Northern-Cmn-94536/home/1069851,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040273,N,Y,37.5607367,-121.9732418,2.0,"Laminate, Tile, Carpet","Floor Furnace, Natural Gas",8,6,7,2.5,785.0,1095735.0,8106.0,77,Very bikeable,44,Car-dependent,59,Good transit,Minimal,Major,Moderate,Minimal,"Places3 groceries, 27 restaurants, 4 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 26, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040273",1099000.0,"Feb 6, 2019","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40851940",NA,"Feb 1, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40851940",925000.0,,,,https://www.redfin.com/CA/Fremont/38856-Northern-Cmn-94536/home/1069851,"Natural Gas Connected, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,191 W Hunter Ln,Fremont,CA,94539,2699000,4.0,2.5,MISSION,2539.0,10357.0,1989.0,2.0,1063.0,,Active,,,https://www.redfin.com/CA/Fremont/191-W-Hunter-Ln-94539/home/1789945,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040279,N,Y,37.520998,-121.9185771,2.0,"Hardwood, Tile, Carpet","Forced Air, Natural Gas",9,10,10,2.5,1063.0,2732018.0,19084.0,33,Somewhat bikeable,42,Car-dependent,33,Some transit,Minimal,Severe,Moderate,Minimal,"Places1 grocery, 21 restaurants, 6 parksTransit210, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S, Route 6","Sep 26, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040279",2699000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/191-W-Hunter-Ln-94539/home/1789945,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,5670 Salvia Cmn,Fremont,CA,94538,898000,2.0,2.5,,1157.0,42901.0,1994.0,2.0,776.0,335.0,Active,September-30-2023 01:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Fremont/5670-Salvia-Cmn-94538/home/187364315,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040288,N,Y,37.5214073,-121.9840972,1.0,"Hardwood, Tile, Carpet",Forced Air,7,7,7,2.5,776.0,,6684.0,49,Somewhat bikeable,50,Somewhat walkable,32,Some transit,Moderate,Moderate,Major,Minimal,"Places3 groceries, 33 restaurants, 2 parksTransit200, 210, 212, 215, 216, 232, 239, 251, 620, 623, 626, 628, 629, 801, 99, SB","Sep 27, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040288",898000.0,"Sep 6, 2023",,NA,,,,,,,https://www.redfin.com/CA/Fremont/5670-Salvia-Cmn-94538/home/187364315,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,41622 Belford Ter,Fremont,CA,94538,1296880,4.0,3.0,Not Listed,1569.0,,2023.0,3.0,827.0,334.0,Active,September-30-2023 11:00 AM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/41622-Belford-TER-94538/home/187669175,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040228,N,Y,37.529383,-121.954991,2.0,"Vinyl, Carpet","Electric, Zoned, Solar",8,7,9,2.0,827.0,,9640.0,66,Bikeable,85,Very walkable,36,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 23 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 26, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040228",1296880.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/41622-Belford-TER-94538/home/187669175,"Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4629 Diaz Dr,Fremont,CA,94536,1350000,3.0,2.0,CABRILLO,1558.0,7200.0,1958.0,3.0,866.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/4629-Diaz-Dr-94536/home/1401314,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039045,N,Y,37.5606553,-122.0309589,2.0,"Hardwood, Vinyl, Carpet",Wall Furnace,7,7,9,2.5,866.0,1353718.0,9545.0,38,Somewhat bikeable,32,Car-dependent,36,Some transit,Moderate,Minor,Moderate,Minimal,"Places6 groceries, 21 restaurants, 10 parksTransit200, 210, 232, 251, 620, 621, 626, 628, 629, 801, 99, ACE, SB, U","Sep 26, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039045",1350000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/4629-Diaz-Dr-94536/home/1401314,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5282 Abbey Ct,Newark,CA,94560,1075000,3.0,2.0,Not Listed,1126.0,6000.0,1958.0,4.0,955.0,,Active,September-30-2023 12:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Newark/5282-Abbey-Ct-94560/home/1347569,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039393,N,Y,37.5440022,-122.0225266,2.0,Tile,"Forced Air, Natural Gas, Fireplace(s)",6,4,5,2.25,955.0,1082836.0,7714.0,53,Bikeable,71,Very walkable,,,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 22 restaurants, 4 parksTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Sep 26, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039393",1075000.0,,,,,,,,,,https://www.redfin.com/CA/Newark/5282-Abbey-Ct-94560/home/1347569,"Water/Sewer Meter on Site, All Public Utilities, Cable Available, Natural Gas Connected, Master Electric Meter, Master Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,634 Cuenca Way,Fremont,CA,94536,1799000,3.0,2.5,RANCHO ARROYO,2281.0,10560.0,1967.0,4.0,789.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/634-Cuenca-Way-94536/home/1527945,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037402,N,Y,37.5760178,-121.9942893,2.0,"Vinyl, Carpet",Forced Air,7,6,7,2.0,789.0,2023341.0,12909.0,37,Somewhat bikeable,24,Car-dependent,26,Some transit,Moderate,Major,Moderate,Minimal,"Places3 groceries, 20 restaurants, 14 parksTransit200, 210, 215, 216, 217, 232, 251, 621, 625, 707, 710, 801, 99, ACE, ACETrain, BridgeA, BridgeB, CC, Green-N, Green-S, Orange-N, Orange-S, U","Sep 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037402",1799000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/634-Cuenca-Way-94536/home/1527945,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,33193 Lake Garrison St,Fremont,CA,94555,1490000,4.0,2.0,FREMONT,1629.0,3440.0,1969.0,4.0,915.0,,Active,September-30-2023 01:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Fremont/33193-Lake-Garrison-St-94555/home/1944067,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039021,N,Y,37.5845816,-122.0542139,2.0,Concrete,Forced Air,8,7,9,2.5,915.0,1519304.0,10535.0,61,Bikeable,45,Car-dependent,36,Some transit,Moderate,Minimal,Moderate,Minimal,"Places6 groceries, 23 restaurants, 12 parksTransit210, 232, 41, 56, 621, 97","Sep 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039021",1490000.0,"Dec 21, 2014","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40678705",NA,"Nov 23, 2014","ContingentbridgeMLS, Bay East AOR, or Contra Costa AOR #40678705",NA,"Nov 9, 2014","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40678705",659000.0,https://www.redfin.com/CA/Fremont/33193-Lake-Garrison-St-94555/home/1944067,,,,,,,,,,"Oct 25, 2014","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40678705",689000.0,,,
MLS Listing,,Single Family Residential,2717 Meadowlark Dr,Union City,CA,94587,1098888,3.0,2.0,UNION CITY,1392.0,7086.0,1975.0,4.0,789.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Union-City/2717-Meadowlark-Dr-94587/home/22962686,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040106,N,Y,37.5891782,-122.041412,2.0,"Hardwood, Carpet",Forced Air,NA,NA,6,2.5,789.0,1242086.0,7770.0,51,Bikeable,41,Car-dependent,,,Major,Minimal,Moderate,Minimal,"Places8 groceries, 26 restaurants, 4 parksTransit200, 210, 216, 232, 621, 801, 97, 99","Sep 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040106",1098888.0,,,,,,,,,,https://www.redfin.com/CA/Union-City/2717-Meadowlark-Dr-94587/home/22962686,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,41102 Saint Anthony Dr,Fremont,CA,94539,1699999,3.0,2.0,MISSION SAN JOSE,1749.0,10080.0,1957.0,6.0,972.0,,Active,September-29-2023 03:00 PM,September-29-2023 06:00 PM,https://www.redfin.com/CA/Fremont/41102-Saint-Anthony-Dr-94539/home/807313,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040079,N,Y,37.5481792,-121.9410671,2.0,"Laminate, Tile",Forced Air,9,10,10,2.5,972.0,1891936.0,12199.0,51,Bikeable,28,Car-dependent,27,Some transit,Minimal,Severe,Moderate,Minimal,"Places3 groceries, 13 restaurants, 5 parksTransit210, 212, 215, 217, 232, 239, 623, 624, Route 6","Sep 23, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040079",1699999.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/41102-Saint-Anthony-Dr-94539/home/807313,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),36933 Niles Blvd,Fremont,CA,94536,1425000,2.0,,Fremont,2216.0,7950.0,1950.0,7.0,643.0,,Active,,,https://www.redfin.com/CA/Fremont/36933-Niles-Blvd-94536/home/643237,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040000,N,Y,37.5778524,-121.9850215,,Concrete,Floor Furnace,7,6,7,2.0,643.0,1455841.0,10225.0,62,Bikeable,78,Very walkable,25,Some transit,Major,Severe,Moderate,Minimal,"Places3 groceries, 17 restaurants, 11 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040000",1425000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/36933-Niles-Blvd-94536/home/643237,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,47112 Warm Springs Blvd #320,Fremont,CA,94539,699000,2.0,2.0,REDWOOD SQUARE,1051.0,119490.0,1982.0,7.0,665.0,450.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Fremont/47112-Warm-Springs-Blvd-94539/unit-320/home/2009778,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039977,N,Y,37.4857209,-121.9263224,1.0,Tile,Baseboard,NA,7,9,2.5,665.0,711593.0,5392.0,66,Bikeable,70,Very walkable,34,Some transit,Moderate,Moderate,Moderate,Minimal,"Places5 groceries, 38 restaurants, 3 parksTransit215, 217, 239, 623, 624, 66, Green-N, Green-S, Orange-N, Orange-S","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039977",699000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/47112-Warm-Springs-Blvd-94539/unit-320/home/2009778,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1035 Barry Way,Fremont,CA,94536,1580000,4.0,2.0,FREMONT,1724.0,6000.0,1964.0,7.0,916.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/1035-Barry-Way-94536/home/1736996,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038808,N,Y,37.5641635,-121.9768816,2.0,Vinyl,Forced Air,8,6,7,2.5,916.0,1593591.0,11338.0,63,Bikeable,38,Car-dependent,54,Good transit,Minimal,Major,Moderate,Minimal,"Places2 groceries, 28 restaurants, 3 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038808",1580000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/1035-Barry-Way-94536/home/1736996,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,34478 Benedick Ln,Fremont,CA,94555,1395000,3.0,2.5,ARDENWOOD,1373.0,3067.0,1986.0,7.0,1016.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/34478-Benedick-Ln-94555/home/1273864,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038653,N,Y,37.5686719,-122.0447419,2.0,,Forced Air,8,7,9,2.5,946.0,1479726.0,9185.0,51,Bikeable,36,Car-dependent,37,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 25 restaurants, 7 parksTransit200, 210, 232, 621, 626, 628, 629, 801, 97, 99, SB, U","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038653",1299000.0,"Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038653",1395000.0,"Jul 5, 2005",Listing RemovedMLSListings #ML80530547,NA,"Jun 3, 2005",ListedMLSListings #ML80530547,649995.0,https://www.redfin.com/CA/Fremont/34478-Benedick-Ln-94555/home/1273864,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5445 Sunstar Cmn,Fremont,CA,94555,1388000,4.0,2.5,FREMONT,1642.0,3321.0,1989.0,8.0,845.0,65.0,Active,,,https://www.redfin.com/CA/Fremont/5445-Sunstar-Cmn-94555/home/1805980,MLSListings,ML81942814,N,Y,37.5613625,-122.0565312,2.0,"Carpet, Hardwood, Tile",Central Forced Air (Gas),8,7,9,2.25,845.0,1424147.0,9879.0,47,Somewhat bikeable,29,Car-dependent,28,Some transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 31 restaurants, 5 parksTransit200, 210, 232, 620, 621, 626, 628, 629, 801, 99, SB, U","Sep 21, 2023",Listed (Active)MLSListings #ML81942814,1388000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/5445-Sunstar-Cmn-94555/home/1805980,"Individual Electric Meters, Individual Gas Meters",Attached Garage,"Double Sinks, Half on Ground Floor",Dining Area in Living Room,In Garage,2.0,Maintenance (Exterior),Monthly,Ardenwood Windsor,,,,,,
MLS Listing,,Townhouse,5510 Cosmos Cmn Unit C,Fremont,CA,94538,699000,2.0,2.0,STEVENSON AREA,850.0,43695.0,1994.0,8.0,822.0,335.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/5510-Cosmos-Cmn-94538/unit-C/home/187623669,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039829,N,Y,37.521003,-121.9834578,,"Hardwood, Carpet","Central, Fireplace(s)",7,7,7,2.5,822.0,730013.0,5351.0,48,Somewhat bikeable,47,Car-dependent,31,Some transit,Moderate,Moderate,Moderate,Minimal,"Places3 groceries, 33 restaurants, 3 parksTransit200, 210, 212, 215, 216, 232, 239, 251, 620, 623, 626, 628, 629, 801, 99, SB","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039829",699000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/5510-Cosmos-Cmn-94538/unit-C/home/187623669,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,49042 Feather Grass Ter,Fremont,CA,94539,1525000,3.0,2.5,WARM SPRINGS,1785.0,1680.0,2010.0,8.0,854.0,99.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/49042-Feather-Grass-Ter-94539/home/22652006,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039627,N,Y,37.4603658,-121.9174196,2.0,"Laminate, Tile, Vinyl, Carpet","Forced Air, Natural Gas",NA,7,9,2.5,854.0,1596580.0,10882.0,64,Bikeable,50,Somewhat walkable,38,Some transit,Minimal,Moderate,Moderate,Minimal,"Places2 groceries, 30 restaurants, 5 parksTransit215, 217, 239, 44, 47, 623, 66, ACE Purple, Express 104, School 246, School 247","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039627",1525000.0,"Nov 27, 2013","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40639367",NA,"Nov 25, 2013","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #40639367",NA,"Nov 23, 2013","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40639367",NA,https://www.redfin.com/CA/Fremont/49042-Feather-Grass-Ter-94539/home/22652006,,,,,,,,,,"Nov 23, 2013","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40639367",780000.0,,,
MLS Listing,,Single Family Residential,4522 San Juan Ave,Fremont,CA,94536,1375000,3.0,2.0,CABRILLO AREA,1178.0,5919.0,1954.0,8.0,1167.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/4522-San-Juan-Ave-94536/home/1736588,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039608,N,Y,37.55798,-122.0229656,2.0,Laminate,Forced Air,5,6,7,2.0,1167.0,1446434.0,9722.0,48,Somewhat bikeable,48,Car-dependent,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 24 restaurants, 5 parksTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 801, 99, ACE, ACETrain, CC, SB, U","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039608",1375000.0,"Sep 3, 2015","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40712887",NA,"Aug 24, 2015","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40712887",650000.0,,,,https://www.redfin.com/CA/Fremont/4522-San-Juan-Ave-94536/home/1736588,All Public Utilities,,,,,,,,,,,,,,
