SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HAS_GARAGE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_PRICE
MLS Listing,,Single Family Residential,2520 Coldstream Way,Hayward,CA,94545,1299000,4.0,2.5,HAYWARD,2134.0,2690.0,2008.0,18.0,609.0,230.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Hayward/2520-Coldstream-Way-94545/home/22811509,MLSListings,ML81941555,N,Y,37.6151302,-122.0939415,"Carpet, Tile",Central Forced Air (Gas),,4,4,5,2.5,609.0,1304115.0,9415.0,48,Somewhat bikeable,48,Car-dependent,36,Some transit,Major,Minimal,Moderate,Minimal,"Places13 groceries, 28 restaurants, 5 parksTransit41, 56, 83, 86, 97, M, SB","Sep 11, 2023",Listed (Active)MLSListings #ML81941555,1299000.0,"Jun 25, 2015","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40700636",NA,"May 27, 2015","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40700636",715000.0,,,,https://www.redfin.com/CA/Hayward/2520-Coldstream-Way-94545/home/22811509,2.0,Attached Garage,"Double Sinks, Half on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower and Tub",Dining Area,"Upper Floor, Washer/Dryer",Public Utilities,2.0,"Insurance (Common Area), Insurance (Liability), Management Fee",Monthly,Bridgeport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,29348 Providence Way,Hayward,CA,94544,214900,2.0,2.0,NEW ENGLAND VILLA,1700.0,,,18.0,126.0,,Active,,,https://www.redfin.com/CA/Hayward/29348-Providence-Way-94544/home/21971544,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41032394,N,Y,37.6217057,-122.061417,"Laminate, Linoleum, Tile",Forced Air,No Air Conditioning,4,4,5,3.0,126.0,213186.0,1519.0,61,Bikeable,46,Car-dependent,32,Some transit,Major,Minimal,Moderate,Minimal,"Places15 groceries, 31 restaurants, 3 parksTransit41, 56, 801, 83, 86, 99, Green-N, Green-S, Orange-N, Orange-S, SB","Sep 27, 2023","Relisted (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032394",NA,"Sep 27, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41032394",NA,"Sep 15, 2023","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032394",NA,"Sep 13, 2023","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032394",NA,https://www.redfin.com/CA/Hayward/29348-Providence-Way-94544/home/21971544,,,,,,,,,,,"Jul 21, 2023","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032394",NA,"Jul 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032394",214900.0,"Jun 13, 2016","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40739733",NA,"May 9, 2016","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40739733",168000.0,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1548 Balein Ct,Hayward,CA,94544,250000,3.0,2.0,SPANISH RANCH I,1226.0,,,20.0,204.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/1548-Balein-Ct-94544/home/669356,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41033493,N,Y,37.6236445,-122.0763099,Vinyl,Central,Central Air,4,4,5,2.5,204.0,248773.0,1768.0,51,Bikeable,54,Somewhat walkable,36,Some transit,Moderate,Minor,Moderate,Minimal,"Places12 groceries, 26 restaurants, 4 parksTransit41, 56, 83, 86, 97, SB","Sep 23, 2023","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #41033493",NA,"Aug 1, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41033493",NA,"Jul 28, 2023","ContingentbridgeMLS, Bay East AOR, or Contra Costa AOR #41033493",NA,"Jul 18, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41033493",250000.0,https://www.redfin.com/CA/Hayward/1548-Balein-Ct-94544/home/669356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,Lot D St Lot,Hayward,CA,94541,248888,,,Hayward,9660.0,9660.0,,20.0,26.0,,Active,,,https://www.redfin.com/CA/Hayward/Lot-D-St-94541/home/187406542,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038637,N,Y,37.676861,-122.067552,,,,5,2,NA,2.0,26.0,246646.0,1760.0,24,Somewhat bikeable,44,Car-dependent,36,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 15 restaurants, 4 parksTransit28, 60, 801, 93, 94, 95, 99, NX4, NXC","Sep 9, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038637",248888.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/Lot-D-St-94541/home/187406542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1717 D St,Hayward,CA,94541,999998,3.0,2.0,,1596.0,5914.0,1920.0,20.0,627.0,,Active,,,https://www.redfin.com/CA/Hayward/1717-D-St-94541/home/22962477,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038636,N,Y,37.6770758,-122.0677428,"Hardwood, Engineered Wood",Forced Air,Ceiling Fan(s),5,2,NA,2.0,627.0,1006660.0,7071.0,24,Somewhat bikeable,44,Car-dependent,36,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 15 restaurants, 4 parksTransit10, 28, 60, 801, 93, 94, 95, 99, Blue-N, Blue-S, NX4, NXC","Sep 19, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038636",999998.0,"Sep 9, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038636",1198888.0,"Apr 15, 2006","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40150562",NA,"Mar 17, 2006","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40150562",575000.0,https://www.redfin.com/CA/Hayward/1717-D-St-94541/home/22962477,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,21259 Sweet Ln,Castro Valley,CA,94546,1300000,4.0,2.0,Not Listed,2234.0,5000.0,1968.0,21.0,582.0,,Active,,,https://www.redfin.com/CA/Castro-Valley/21259-Sweet-Ln-94546/home/2046868,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41035630,N,Y,37.68931,-122.0875254,"Laminate, Carpet",Natural Gas,,3,2,NA,2.5,582.0,1268301.0,9192.0,38,Somewhat bikeable,66,Somewhat walkable,42,Some transit,Minimal,Minimal,Moderate,Minimal,"Places0 groceries, 24 restaurants, 0 parksTransit10, 28, 60, 801, 93, 94, 95, Blue-N, Blue-S, NX4, NXC","Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035630",1300000.0,"Dec 1, 2006","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40226269",NA,"Nov 18, 2006","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40226269",675000.0,,,,https://www.redfin.com/CA/Castro-Valley/21259-Sweet-Ln-94546/home/2046868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,325 Lansing Way,Hayward,CA,94541,789000,4.0,2.0,Hayward,1544.0,7020.0,1900.0,21.0,511.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Hayward/325-Lansing-Way-94541/home/975280,San Francisco MLS,423908224,N,Y,37.6687117,-122.1081308,,,,3,4,3,,511.0,,5579.0,62,Bikeable,64,Somewhat walkable,43,Some transit,Major,Minimal,Moderate,Minimal,"Places7 groceries, 25 restaurants, 5 parksTransit10, 34, 56, 60, 801, 83, 86, 93, 94, 97, CC, Green-N, Green-S, M, Orange-N, Orange-S, S","Sep 29, 2023",Relisted (Active)San Francisco MLS #423908224,NA,"Sep 25, 2023",Contingent (Contingent - No Show)San Francisco MLS #423908224,NA,"Sep 8, 2023",Listed (Active)San Francisco MLS #423908224,789000.0,,,,https://www.redfin.com/CA/Hayward/325-Lansing-Way-94541/home/975280,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,32045 Bernice Way,Hayward,CA,94544,499000,,,Hayward,11039.0,11039.0,,21.0,45.0,,Active,,,https://www.redfin.com/CA/Hayward/32045-Bernice-Way-94544/home/22694473,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038576,N,Y,37.615843,-122.026895,,,,4,5,6,2.5,45.0,490359.0,3528.0,24,Somewhat bikeable,34,Car-dependent,35,Some transit,Minimal,Major,Moderate,Minimal,"Places11 groceries, 17 restaurants, 9 parksTransit200, 216, 232, 801, 97, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S","Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038576",499000.0,"Jan 19, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40886113",NA,"Oct 16, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40886113",150000.0,,,,https://www.redfin.com/CA/Hayward/32045-Bernice-Way-94544/home/22694473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,27763 Del Norte Ct,Hayward,CA,94545,670000,3.0,1.5,GLEN EDEN,1254.0,1056.0,1970.0,21.0,534.0,268.0,Active,,,https://www.redfin.com/CA/Hayward/27763-Del-Norte-Ct-94545/home/1517253,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038494,N,Y,37.624602,-122.095285,"Laminate, Tile","Gravity, Forced Air, Natural Gas, Central",No Air Conditioning,4,4,5,2.5,534.0,676345.0,5005.0,54,Bikeable,70,Very walkable,39,Some transit,Minimal,Minimal,Moderate,Minimal,"Places8 groceries, 28 restaurants, 6 parksTransit41, 56, 60, 83, 86, 97, M, SB","Sep 24, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038494",670000.0,"Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038494",680000.0,"Aug 23, 2019","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40878383",NA,"Aug 15, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40878383",525000.0,https://www.redfin.com/CA/Hayward/27763-Del-Norte-Ct-94545/home/1517253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,188 Carrick Cir,Hayward,CA,94542,1658888,4.0,2.5,STONEBRAE COUNTRY CLUB,2532.0,4870.0,2008.0,21.0,655.0,200.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/188-Carrick-Cir-94542/home/12386522,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037825,N,Y,37.6565323,-122.0147275,"Tile, Vinyl",Forced Air,Central Air,6,2,NA,2.5,655.0,1661996.0,11929.0,18,Somewhat bikeable,4,Car-dependent,18,Minimal transit,Minimal,Major,Minor,Minimal,"Places7 groceries, 25 restaurants, 9 parksTransit41, 60, 801, 83, 86, 94, 95, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037825",1658888.0,"May 24, 2022","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40992606",NA,"May 11, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40992606",1600000.0,,,,https://www.redfin.com/CA/Hayward/188-Carrick-Cir-94542/home/12386522,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,21109 Gary Dr #109,Hayward,CA,94546,459000,1.0,1.0,MESA VERDE,812.0,394991.0,1981.0,23.0,565.0,530.0,Active,,,https://www.redfin.com/CA/Hayward/21109-Gary-Dr-94546/unit-109/home/953590,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038228,N,Y,37.6882988,-122.0922198,"Vinyl, Carpet",Forced Air,,3,2,NA,2.5,565.0,450421.0,3775.0,24,Somewhat bikeable,50,Somewhat walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places0 groceries, 24 restaurants, 0 parksTransit10, 28, 34, 56, 60, 801, 83, 93, 94, 95, Blue-N, Blue-S, NX4, NXC","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038228",459000.0,"Sep 6, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038228",479000.0,"Jul 1, 1998","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #10514683",126000.0,,,,https://www.redfin.com/CA/Hayward/21109-Gary-Dr-94546/unit-109/home/953590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,28005 Quercus Ct,Hayward,CA,94542,1399999,3.0,2.5,FAIRVIEW,2367.0,44345.0,1962.0,23.0,591.0,,Active,,,https://www.redfin.com/CA/Hayward/28005-Quercus-Ct-94542/home/2003336,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038196,N,Y,37.6582167,-122.0277617,"Hardwood, Tile, Carpet",Forced Air,Central Air,6,2,NA,2.5,591.0,1411807.0,9899.0,19,Somewhat bikeable,0,Car-dependent,,,Minimal,Moderate,Minor,Minimal,"Places7 groceries, 24 restaurants, 9 parksTransit41, 60, 801, 83, 86, 94, 95, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 6, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038196",1399999.0,"Oct 11, 2012","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40591774",NA,"Oct 4, 2012","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40591774",549950.0,,,,https://www.redfin.com/CA/Hayward/28005-Quercus-Ct-94542/home/2003336,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,27956 Edgecliff Way,Hayward,CA,94542,1295000,4.0,3.0,HIGHLANDS,2614.0,8400.0,1968.0,23.0,495.0,,Active,September-30-2023 12:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/27956-Edgecliff-Way-94542/home/1747925,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037667,N,Y,37.6531033,-122.0372811,"Hardwood, Laminate, Tile, Engineered Wood",Forced Air,,6,2,NA,2.5,495.0,1285158.0,9156.0,13,Somewhat bikeable,16,Car-dependent,21,Minimal transit,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 24 restaurants, 8 parksTransit41, 60, 801, 83, 86, 94, 95, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 21, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037667",1295000.0,"Sep 6, 2023","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037667",NA,"Aug 31, 2023","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037667",NA,"Aug 31, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037667",1328888.0,https://www.redfin.com/CA/Hayward/27956-Edgecliff-Way-94542/home/1747925,2.0,,,,,"Individual Electric Meter, Individual Gas Meter",,,,,"Aug 3, 2023","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034943",1015000.0,"Aug 3, 2023","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034943",NA,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1030 Highland Blvd,Hayward,CA,94542,1350000,5.0,5.0,UNIVERSITY HILLS,3133.0,7885.0,1948.0,24.0,431.0,,Active,,,https://www.redfin.com/CA/Hayward/1030-Highland-Blvd-94542/home/1510691,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038084,N,Y,37.6639846,-122.0738242,"Hardwood, Laminate, Vinyl, Carpet",Wall Furnace,Ceiling Fan(s),6,2,NA,2.5,431.0,1337550.0,9545.0,41,Somewhat bikeable,78,Very walkable,53,Good transit,Minimal,Moderate,Moderate,Minimal,"Places7 groceries, 26 restaurants, 4 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, Green-N, Green-S, M, Orange-N, Orange-S","Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038608",1350000.0,"Sep 5, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038084",1350000.0,,,,,,,https://www.redfin.com/CA/Hayward/1030-Highland-Blvd-94542/home/1510691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,29710 Hansen St,Hayward,CA,94544,1399000,4.0,3.5,Hayward,2018.0,,,25.0,693.0,368.0,Active,,,https://www.redfin.com/CA/Hayward/29710-Hansen-St-94544/home/183387455,BAREIS,323907470,N,Y,37.628624,-122.0475323,,Central,Central,2,2,2,,569.0,,8492.0,56,Bikeable,69,Somewhat walkable,48,Some transit,Minimal,Moderate,Moderate,Minimal,"Places10 groceries, 24 restaurants, 6 parksTransit41, 56, 60, 801, 83, 86, 94, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 30, 2023",Price ChangedBAREIS #323907470,1149000.0,"Sep 7, 2023",Relisted (Active)BAREIS #323907470,NA,"Sep 3, 2023",Listed (Active)BAREIS #323907470,1399000.0,,,,https://www.redfin.com/CA/Hayward/29710-Hansen-St-94544/home/183387455,2.0,,,,,Solar,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,29712 Hansen St,Hayward,CA,94544,1299000,3.0,2.5,Hayward,1622.0,,,25.0,801.0,368.0,Active,,,https://www.redfin.com/CA/Hayward/29712-Hansen-St-94544/home/187332437,BAREIS,323907445,N,Y,37.6283632,-122.0467384,Vinyl,Central,Central,2,2,2,,692.0,,8308.0,53,Bikeable,70,Very walkable,46,Some transit,Minimal,Moderate,Moderate,Minimal,"Places10 groceries, 24 restaurants, 6 parksTransit41, 56, 801, 83, 86, 94, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 30, 2023",Price ChangedBAREIS #323907445,1123000.0,"Sep 7, 2023",Relisted (Active)BAREIS #323907445,NA,"Sep 3, 2023",Listed (Active)BAREIS #323907445,1299000.0,,,,https://www.redfin.com/CA/Hayward/29712-Hansen-St-94544/home/187332437,2.0,,,,,Solar,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,665 Dartmore Ln #257,Hayward,CA,94544,569988,2.0,2.0,GARIN HEIGHTS,894.0,6725.0,1988.0,27.0,638.0,501.0,Active,,,https://www.redfin.com/CA/Hayward/665-Dartmore-Ln-94544/unit-257/home/2113795,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037903,N,Y,37.6342841,-122.0470316,"Hardwood Flrs Throughout, Tile",Electric,"Ceiling Fan(s), No Air Conditioning",2,2,2,2.5,638.0,,4531.0,23,Somewhat bikeable,43,Car-dependent,50,Good transit,Minimal,Moderate,Moderate,Minimal,"Places11 groceries, 27 restaurants, 6 parksTransit41, 56, 60, 801, 83, 86, 94, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 2, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037903",569988.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/665-Dartmore-Ln-94544/unit-257/home/2113795,,,,,,Internet Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,22584 Pearl Ave,Hayward,CA,94541,889950,3.0,2.0,UPPER B STREET,1255.0,6621.0,1978.0,28.0,709.0,,Active,,,https://www.redfin.com/CA/Hayward/22584-Pearl-Ave-94541/home/1768115,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036673,N,Y,37.6842167,-122.0647615,"Carpet, Tile",Forced Air,,4,2,NA,2.5,709.0,895604.0,6292.0,65,Bikeable,71,Very walkable,40,Some transit,Minimal,Minor,Moderate,Minimal,"Places7 groceries, 17 restaurants, 2 parksTransit28, 60, 93, 94, 95, Blue-N, Blue-S, NX4, NXC","Sep 1, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036673",889950.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/22584-Pearl-Ave-94541/home/1768115,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),70 Barnes Ct,Hayward,CA,94544,539500,2.0,1.0,Hayward,,6675.0,1952.0,28.0,,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Hayward/70-Barnes-Ct-94544/home/610533,San Francisco MLS,423906154,N,Y,37.657469,-122.0876724,Simulated Wood,,,3,3,5,,,579743.0,3815.0,54,Bikeable,76,Very walkable,49,Some transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 28 restaurants, 2 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S","Sep 1, 2023",Listed (Active)San Francisco MLS #423906154,539500.0,"Aug 30, 2023",Price ChangedSan Francisco MLS #423905571,899000.0,"Aug 30, 2023",Listed (Active)San Francisco MLS #423905571,866000.0,,,,https://www.redfin.com/CA/Hayward/70-Barnes-Ct-94544/home/610533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,476 Craven Ct,Hayward,CA,94541,399000,2.0,1.5,WINTON GROVE,900.0,128088.0,1962.0,28.0,443.0,465.0,Active,October-1-2023 01:00 PM,October-1-2023 03:30 PM,https://www.redfin.com/CA/Hayward/476-Craven-Ct-94541/home/40627205,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037780,N,Y,37.6581941,-122.100818,"Tile, Vinyl","Natural Gas, Central",,5,3,NA,2.5,443.0,402857.0,3286.0,57,Bikeable,49,Car-dependent,47,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 33 restaurants, 4 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 97, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S, S","Sep 1, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037780",399000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/476-Craven-Ct-94541/home/40627205,,,,,,All Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2737 Ships Rd,Hayward,CA,94545,433666,3.0,2.5,CROSSINGS AT  EDEN SHORES,1985.0,15551.0,2010.0,28.0,218.0,274.0,Active,,,https://www.redfin.com/CA/Hayward/2737-Ships-Rd-94545/home/28697599,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037765,N,Y,37.6119231,-122.0908551,,,,4,4,5,,427.0,847954.0,,48,Somewhat bikeable,50,Somewhat walkable,36,Some transit,Major,Minimal,Moderate,Minimal,"Places11 groceries, 23 restaurants, 5 parksTransit41, 56, 83, 86, 97, SB","Sep 1, 2023",,NA,,,,,,,,,,https://www.redfin.com/CA/Hayward/2737-Ships-Rd-94545/home/28697599,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
