SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HAS_GARAGE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_PRICE
MLS Listing,,Single Family Residential,619 Dean,Hayward,CA,94541,699000,3.0,1.0,BURBANK,960.0,4681.0,1954.0,29.0,728.0,,Active,,,https://www.redfin.com/CA/Hayward/619-Dean-St-94541/home/2032680,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037684,N,Y,37.6650388,-122.0856308,,,,5,3,NA,2.5,787.0,755967.0,,66,Bikeable,81,Very walkable,63,Good transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 37 restaurants, 2 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S","Dec 24, 2004","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40055358",NA,"Dec 20, 2004","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40055358",399000.0,,,,,,,https://www.redfin.com/CA/Hayward/619-Dean-St-94541/home/2032680,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,632 Bartlett Ave,Hayward,CA,94541,1045000,4.0,2.0,HAYWARD,1982.0,5500.0,1946.0,29.0,527.0,,Active,,,https://www.redfin.com/CA/Hayward/632-Bartlett-Ave-94541/home/1662728,MLSListings,ML81940406,N,Y,37.6699689,-122.1162954,"Carpet, Laminate, Tile",Wall Furnace,Ceiling Fan,4,4,3,2.5,527.0,1040895.0,7389.0,65,Bikeable,78,Very walkable,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 33 restaurants, 3 parksTransit10, 34, 56, 60, 801, 83, 86, 93, 97, CC, M, S","Aug 31, 2023",Listed (Active)MLSListings #ML81940406,1045000.0,"Aug 29, 2023",Listed (Active)MLSListings #ML81940207,1045000.0,,,,,,,https://www.redfin.com/CA/Hayward/632-Bartlett-Ave-94541/home/1662728,,"Common Parking Area, No Garage, On Street",,"Breakfast Nook, Dining Area",,Individual Electric Meters,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,303 Medford Ave,Hayward,CA,94541,1090000,3.0,2.0,Hayward,1411.0,26600.0,1926.0,30.0,773.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Hayward/303-Medford-Ave-94541/home/974330,San Francisco MLS,423905683,N,Y,37.6808243,-122.107914,,,,2,4,3,,773.0,1092017.0,7707.0,54,Bikeable,57,Somewhat walkable,,,Moderate,Minimal,Moderate,Minimal,"Places6 groceries, 18 restaurants, 6 parksTransit10, 28, 34, 56, 801, 83, 93, 97, CC, NX4, NXC, S","Sep 29, 2023",Price ChangedSan Francisco MLS #423905683,1090000.0,"Aug 30, 2023",Listed (Active)San Francisco MLS #423905683,1100000.0,,,,,,,https://www.redfin.com/CA/Hayward/303-Medford-Ave-94541/home/974330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,119 Cue Way,Hayward,CA,94544,943260,3.0,3.5,HAYWARD,1760.0,,2023.0,30.0,536.0,470.0,Active,September-30-2023 11:00 AM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Hayward/119-Cue-Way-94544/home/187233056,MLSListings,ML81940326,N,Y,37.6265496,-122.0513134,"Carpet, Tile, Other (See Remarks)",Central Forced Air,Central Forced Air,2,2,2,2.0,536.0,942547.0,7139.0,53,Bikeable,61,Somewhat walkable,48,Some transit,NA,NA,NA,NA,"Places12 groceries, 24 restaurants, 5 parksTransit41, 56, 801, 83, 86, 99, Green-N, Green-S, Orange-N, Orange-S","Aug 30, 2023",Listed (Active)MLSListings #ML81940326,943260.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/119-Cue-Way-94544/home/187233056,2.0,Attached Garage,"Full on Ground Floor, Primary (Stall Shower(s)), Shower Over Tub, Tile",Dining Area,"Electricity Hookup (220V), Hookup (Gas Dryer), Inside, Upper Floor",Public Utilities,2.0,"Maintenance (Common Area), Maintenance (Exterior), Management Fee, Roof",Monthly,Associa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2955 Sunnybank Ln,Hayward,CA,94541,1099000,3.0,2.0,HAYWARD,2075.0,7800.0,1988.0,35.0,530.0,,Active,October-1-2023 03:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Hayward/2955-Sunnybank-Ln-94541/home/1086926,MLSListings,ML81939937,N,Y,37.6777205,-122.0515527,,Central Forced Air,,4,2,NA,2.5,530.0,1108116.0,7771.0,20,Somewhat bikeable,16,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 14 restaurants, 8 parksTransit28, 60, 93, 94, 95, NX4, NXC","Sep 29, 2023",Relisted (Active)MLSListings #ML81939937,NA,"Sep 21, 2023",ContingentMLSListings #ML81939937,NA,"Aug 25, 2023",Listed (Active)MLSListings #ML81939937,1099000.0,"Jun 4, 2021","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40950568",NA,https://www.redfin.com/CA/Hayward/2955-Sunnybank-Ln-94541/home/1086926,2.0,Attached Garage,,Dining Area in Living Room,,Public Utilities,2.0,,,,"May 20, 2021","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40950568",891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1108 Palisade St,Hayward,CA,94542,1450000,8.0,8.5,HAYWARD,3428.0,7959.0,1937.0,35.0,423.0,,Active,,,https://www.redfin.com/CA/Hayward/1108-Palisade-St-94542/home/52302600,MLSListings,ML81939907,N,Y,37.6623641,-122.0705394,,Other (See Remarks),Other (See Remarks),6,2,NA,2.0,423.0,1439627.0,10252.0,25,Somewhat bikeable,59,Somewhat walkable,43,Some transit,Minimal,Moderate,Moderate,Minimal,"Places6 groceries, 25 restaurants, 4 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99","Aug 25, 2023",Listed (Active)MLSListings #ML81939907,1450000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/1108-Palisade-St-94542/home/52302600,2.0,Attached Garage,,Other (See Remarks),,Other (See Remarks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,81 Ranchero Way #155,Hayward,CA,94544,229000,2.0,2.0,SPANISH RANCH II,1040.0,,,35.0,220.0,,Active,,,https://www.redfin.com/CA/Hayward/81-Ranchero-Way-94544/unit-155/home/28552480,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037253,N,Y,37.6310557,-122.0573993,"Vinyl, Carpet","Forced Air, Natural Gas",No Air Conditioning,2,2,2,2.5,220.0,226210.0,1619.0,53,Bikeable,31,Car-dependent,55,Good transit,Moderate,Moderate,Moderate,Minimal,"Places8 groceries, 27 restaurants, 4 parksTransit41, 56, 801, 83, 86, 99, Green-N, Green-S, Orange-N, Orange-S","Aug 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037253",229000.0,"May 21, 1999","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11013078",NA,"Apr 26, 1999","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11013078",47950.0,,,,https://www.redfin.com/CA/Hayward/81-Ranchero-Way-94544/unit-155/home/28552480,,,,,,Natural Gas Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,395 Rhythm Ln,Hayward,CA,94544,1028000,4.0,3.5,HAYWARD,2001.0,,2019.0,37.0,514.0,380.0,Active,,,https://www.redfin.com/CA/Hayward/395-Rhythm-Ln-94544/home/175928727,MLSListings,ML81939643,N,Y,37.630286,-122.050154,"Concrete, Hardwood, Stone",Forced Air,Central Forced Air,2,2,2,2.5,514.0,1023529.0,7649.0,58,Bikeable,54,Somewhat walkable,52,Good transit,Major,Moderate,Moderate,Minimal,"Places14 groceries, 24 restaurants, 5 parksTransit41, 56, 60, 801, 83, 86, 94, 99, Green-N, Green-S, Orange-N, Orange-S","Aug 23, 2023",Listed (Active)MLSListings #ML81939643,1028000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/395-Rhythm-Ln-94544/home/175928727,2.0,Attached Garage,"Double Sinks, Stall Shower, Tile, Tub",Dining Area in Living Room,"Electricity Hookup (220V), In Garage",Public Utilities,3.0,"Common Area Gas, Maintenance (Common Area), Maintenance (Exterior)",Monthly,SOHAY COMMUNITY ASSOCIATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,345 Rhythm Ln,Hayward,CA,94544,439230,1.0,1.0,HAYWARD,429.0,,2021.0,37.0,1024.0,275.0,Active,,,https://www.redfin.com/CA/Hayward/345-Rhythm-Ln-94544/home/172840212,MLSListings,ML81939629,N,Y,37.629968,-122.050589,"Carpet, Tile",Central Forced Air,Central Forced Air,2,2,2,2.5,1024.0,438736.0,3381.0,58,Bikeable,54,Somewhat walkable,52,Good transit,Major,Moderate,Moderate,Minimal,"Places14 groceries, 24 restaurants, 5 parksTransit41, 56, 60, 801, 83, 86, 94, 99, Green-N, Green-S, Orange-N, Orange-S","Aug 23, 2023",Listed (Active)MLSListings #ML81939629,439230.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/345-Rhythm-Ln-94544/home/172840212,1.0,Attached Garage,Shower Over Tub,Dining Area in Living Room,In Utility Room,Public Utilities,1.0,"Exterior Painting, Maintenance (Common Area), Management Fee, Roof",,Association Northern  California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),266 Smalley Ave,Hayward,CA,94541,3750000,,,CHERRYLAND,6450.0,15459.0,,37.0,581.0,,Active,,,https://www.redfin.com/CA/Hayward/266-Smalley-Ave-94541/home/1338137,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036973,N,Y,37.6695283,-122.0985456,"Laminate, Vinyl, Carpet",Wall Furnace,,5,3,NA,2.25,581.0,,26515.0,74,Very bikeable,70,Very walkable,,,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 18 restaurants, 4 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S","Sep 27, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41036973",3750000.0,"Aug 23, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036973",3950000.0,,,,,,,https://www.redfin.com/CA/Hayward/266-Smalley-Ave-94541/home/1338137,,,,,,"Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,278 Smalley Ave,Hayward,CA,94541,739000,3.0,1.5,CHERRYLAND DIST.,1217.0,10224.0,1932.0,37.0,607.0,,Active,,,https://www.redfin.com/CA/Hayward/278-Smalley-Ave-94541/home/977517,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036545,N,Y,37.6692169,-122.098002,"Laminate, Linoleum, Tile, Carpet",Gravity,,5,3,NA,2.25,607.0,744990.0,5225.0,74,Very bikeable,70,Very walkable,,,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 18 restaurants, 4 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S","Aug 23, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036545",739000.0,"Apr 14, 2003","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11202004",360000.0,,,,,,,https://www.redfin.com/CA/Hayward/278-Smalley-Ave-94541/home/977517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,1151 Tamalpais Pl,Hayward,CA,94542,665000,,,HAYWARD,,12632.0,,37.0,,,Active,,,https://www.redfin.com/CA/Hayward/1151-Tamalpais-Pl-94542/home/112886715,MLSListings,ML81939553,N,Y,37.6629065,-122.0697283,,,,6,2,NA,3.0,,632053.0,4702.0,25,Somewhat bikeable,58,Somewhat walkable,44,Some transit,Minimal,Moderate,Moderate,Minimal,"Places6 groceries, 25 restaurants, 4 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99","Aug 23, 2023",Listed (Active)MLSListings #ML81939553,665000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/1151-Tamalpais-Pl-94542/home/112886715,,,,,,Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,000 Kelly St,Hayward,CA,94541,49000,,,HAYWARD,,5332.0,,38.0,,,Active,,,https://www.redfin.com/CA/Hayward/Kelly-St-94541/home/22669033,MLSListings,ML81939492,N,Y,37.684899,-122.056993,,,,4,2,NA,4.5,,46665.0,346.0,26,Somewhat bikeable,52,Somewhat walkable,,,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 18 restaurants, 6 parksTransit28, 60, 93, 94, 95, Blue-N, Blue-S, NX4, NXC","Aug 22, 2023",Listed (Active)MLSListings #ML81939492,49000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/Kelly-St-94541/home/22669033,,,,,,Other (See Remarks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),302 Dumont Ave,Hayward,CA,94544,2990000,,,Hayward,7350.0,12400.0,1962.0,38.0,407.0,,Active,,,https://www.redfin.com/CA/Hayward/302-Dumont-Ave-94544/home/1887223,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41031454,N,Y,37.6438174,-122.0795456,"Laminate, Tile",Wall Furnace,,3,5,2,2.5,407.0,,21141.0,48,Somewhat bikeable,24,Car-dependent,34,Some transit,Minimal,Minor,Moderate,Minimal,"Places7 groceries, 25 restaurants, 2 parksTransit41, 56, 60, 801, 83, 86, 99, M",,,,,,,,,,,,,https://www.redfin.com/CA/Hayward/302-Dumont-Ave-94544/home/1887223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),22685 Santa Clara St,Hayward,CA,94541,999950,,,Hayward,1285.0,8986.0,1948.0,38.0,778.0,,Active,,,https://www.redfin.com/CA/Hayward/22685-Santa-Clara-St-94541/home/797375,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41032825,N,Y,37.663645,-122.102569,Carpet,Natural Gas,,5,3,NA,2.5,778.0,,7070.0,63,Bikeable,58,Somewhat walkable,48,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 5 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 97, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S, S","Jul 12, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032825",999950.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/22685-Santa-Clara-St-94541/home/797375,,,,,,"Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),32513 Mission Blvd,Hayward,CA,94544,1995000,,,Hayward,,,1958.0,38.0,,,Active,,,https://www.redfin.com/CA/Hayward/32513-Mission-Blvd-94544/home/185656942,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41029483,N,Y,37.612279,-122.0275054,,,Central Air,4,5,6,2.0,,,14106.0,53,Bikeable,55,Somewhat walkable,35,Some transit,NA,NA,NA,NA,"Places9 groceries, 16 restaurants, 8 parksTransit200, 216, 232, 801, 97, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S","Jun 6, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41029477",1995000.0,"Jun 6, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41029483",1995000.0,,,,,,,https://www.redfin.com/CA/Hayward/32513-Mission-Blvd-94544/home/185656942,,,,,,"Other Water/Sewer, No Water/Sewer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,21083 Gary Dr #212,Hayward,CA,94546,670000,3.0,2.0,MESA VERDE,1318.0,394991.0,1980.0,39.0,508.0,625.0,Active,September-30-2023 12:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/21083-Gary-Dr-94546/unit-212/home/1886571,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036765,N,Y,37.689435,-122.0922189,"Laminate, Carpet","Natural Gas, Hot Water, Fireplace(s)",,3,2,NA,3.0,508.0,660464.0,5362.0,24,Somewhat bikeable,50,Somewhat walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places0 groceries, 23 restaurants, 0 parksTransit10, 28, 34, 56, 801, 83, 93, Blue-N, Blue-S, NX4, NXC","Sep 16, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41036765",670000.0,"Sep 12, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41036765",679500.0,"Aug 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036765",685500.0,,,,https://www.redfin.com/CA/Hayward/21083-Gary-Dr-94546/unit-212/home/1886571,,,,,,"Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,22283 Hathaway Ave,Hayward,CA,94541,675000,3.0,2.0,HAYWARD,903.0,2324.0,1920.0,39.0,748.0,,Active,,,https://www.redfin.com/CA/Hayward/22283-Hathaway-Ave-94541/home/1916027,MLSListings,ML81939332,N,Y,37.6669827,-122.1042258,,Other (See Remarks),Central Forced Air,3,4,3,2.5,748.0,676128.0,4773.0,67,Bikeable,70,Very walkable,46,Some transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 19 restaurants, 7 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 97, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S, S","Aug 21, 2023",Listed (Active)MLSListings #ML81939332,675000.0,"Mar 3, 2022","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40979235",NA,"Feb 18, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40979235",549000.0,,,,https://www.redfin.com/CA/Hayward/22283-Hathaway-Ave-94541/home/1916027,,No Garage,,Formal Dining Room,,Public Utilities,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,28846 Bailey Ranch Rd,Hayward,CA,94542,2199888,6.0,4.0,BAILEY RANCH,3705.0,15100.0,2000.0,39.0,594.0,164.0,Active,September-30-2023 01:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Hayward/28846-Bailey-Ranch-Rd-94542/home/1242250,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41034723,N,Y,37.6508892,-122.0191686,"Hardwood, Tile, Carpet","Zoned, Natural Gas, Solar","Ceiling Fan(s), Zoned",6,2,NA,2.5,594.0,2157482.0,15719.0,20,Somewhat bikeable,6,Car-dependent,18,Minimal transit,Minimal,Major,Minor,Minimal,"Places7 groceries, 26 restaurants, 10 parksTransit41, 60, 801, 83, 86, 94, 95, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 6, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034723",2199888.0,"Aug 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41034723",2299888.0,"Mar 26, 2015","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40686343",NA,"Feb 27, 2015","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40686343",NA,https://www.redfin.com/CA/Hayward/28846-Bailey-Ranch-Rd-94542/home/1242250,3.0,,,,,,,,,,"Feb 5, 2015","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40686343",1049000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,2812 Kelly St,Hayward,CA,94541,645000,,,HAYWARD,,9735.0,,39.0,,,Active,,,https://www.redfin.com/CA/Hayward/2812-Kelly-St-94541/home/2032556,MLSListings,ML81939286,N,Y,37.6845884,-122.0556467,,,,4,2,NA,2.5,,623645.0,4561.0,26,Somewhat bikeable,47,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 17 restaurants, 6 parksTransit28, 60, 93, 94, 95, Blue-N, Blue-S, NX4, NXC","Sep 21, 2023",Price ChangedMLSListings #ML81939286,645000.0,"Aug 21, 2023",Listed (Active)MLSListings #ML81939286,695000.0,"Jul 19, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40829719",NA,"Jul 11, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40829719",409000.0,https://www.redfin.com/CA/Hayward/2812-Kelly-St-94541/home/2032556,,,,,,Other (See Remarks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,26897 Huntwood Ave #4,Hayward,CA,94544,500000,2.0,1.5,HAYWARD,1104.0,27604.0,1980.0,43.0,453.0,521.0,Active,,,https://www.redfin.com/CA/Hayward/26897-Huntwood-Ave-94544/unit-4/home/1072845,MLSListings,ML81937908,N,Y,37.6407117,-122.0715604,"Hardwood, Tile, Other (See Remarks)",Forced Air,Ceiling Fan,3,5,2,2.5,453.0,503245.0,4056.0,56,Bikeable,41,Car-dependent,39,Some transit,Minimal,Moderate,Moderate,Minimal,"Places11 groceries, 28 restaurants, 4 parksTransit41, 56, 801, 83, 86, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 13, 2023",Relisted (Active)MLSListings #ML81937908,NA,"Sep 6, 2023",Pending (Pending (Do Not Show))MLSListings #ML81937908,NA,"Aug 10, 2023",Listed (Active)MLSListings #ML81937908,500000.0,"Feb 9, 2022","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40970373",NA,https://www.redfin.com/CA/Hayward/26897-Huntwood-Ave-94544/unit-4/home/1072845,1.0,"Assigned Spaces, Detached",,Dining Area,Washer/Dryer,Public Utilities,2.0,"Garbage, Insurance, Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Roof, Water",Monthly,Willow Estates,"Dec 17, 2021","ContingentbridgeMLS, Bay East AOR, or Contra Costa AOR #40970373",NA,"Oct 29, 2021","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40970373",499000.0,"Oct 9, 2021","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40970373",725000.0,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,19425 Waverly Ave,Hayward,CA,94541,850000,3.0,2.0,HAYWARD,1620.0,5000.0,1951.0,45.0,525.0,,Active,,,https://www.redfin.com/CA/Hayward/19425-Waverly-Ave-94541/home/2022924,MLSListings,ML81937099,N,Y,37.6765225,-122.1138646,,Central Forced Air,,4,4,3,2.5,525.0,855637.0,6010.0,56,Bikeable,63,Somewhat walkable,36,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 33 restaurants, 7 parksTransit10, 28, 34, 35, 56, 801, 83, 93, 97, CC, NX4, NXC, S","Aug 15, 2023",Listed (Active)MLSListings #ML81937099,850000.0,"Mar 20, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40812692",NA,"Mar 6, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40812692",675000.0,,,,https://www.redfin.com/CA/Hayward/19425-Waverly-Ave-94541/home/2022924,2.0,Attached Garage,,Other (See Remarks),,Public Utilities,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
