SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,REDFIN_ESTIMATE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,UTILITIES,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,NUM_STORIES,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES
MLS Listing,,Single Family Residential,1709 Chase St,Oakland,CA,94607,995000,4.0,3.0,WEST OAKLAND,1756.0,2291.0,1889.0,2,567.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/1709-Chase-St-94607/home/1113120,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040500,N,Y,37.8081553,-122.3004971,1.0,"Concrete, Hardwood, Tile",Forced Air,Central Air,2,3,2,2.5,567.0,7035.0,92,Biker's paradise,75,Very walkable,65,Good transit,Minimal,Minimal,Moderate,Minimal,"Places10 groceries, 19 restaurants, 9 parksTransit14, 29, 314, 36, 62, 705, 800, 88, 96, Blue-N, Blue-S, Green-N, Green-S, Megabus, NL, O, OA, OX, Red-N, Red-S, S, SB, SSF, W, Yellow-N, Yellow-S","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040500",995000.0,"Oct 25, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40832183",NA,"Sep 17, 2018","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40832183",849000.0,"Jul 27, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40832183",899000.0,https://www.redfin.com/CA/Oakland/1709-Chase-St-94607/home/1113120,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4349 Hyacinth Ave,Oakland,CA,94619,799000,2.0,1.0,UPPER LAUREL,1006.0,3200.0,1940.0,8,794.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/4349-Hyacinth-Ave-94619/home/1465453,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039961,N,Y,37.7896676,-122.1879749,,"Hardwood, Tile, Carpet",Wall Furnace,No Air Conditioning,4,NA,5,2.5,794.0,5649.0,37,Somewhat bikeable,69,Somewhat walkable,48,Some transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 24 restaurants, 2 parksTransit14, 45, 47, 54, 57, 617, 638, 648, 650, 654, 655, 657, 680, 682, 696, 805, NL, NX, NX2, NX3, NXC","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039961",799000.0,"Oct 8, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40839551",NA,"Sep 21, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40839551",580000.0,,,,https://www.redfin.com/CA/Oakland/4349-Hyacinth-Ave-94619/home/1465453,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,6585 Oakwood Dr,Oakland,CA,94611,1695000,4.0,3.0,MONTCLAIR,3611.0,15120.0,2011.0,9,469.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/6585-Oakwood-Dr-94611/home/22690242,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039353,N,Y,37.8409922,-122.200456,2.0,"Concrete, Hardwood, Tile",Zoned,Zoned,8,5,5,2.5,469.0,11985.0,14,Somewhat bikeable,12,Car-dependent,9,Minimal transit,Minimal,Moderate,Minimal,Minimal,"Places4 groceries, 22 restaurants, 6 parksTransit33, 605, 642, 646, 649, 650, 653, 655, 660, 662, 677, 682, 688, 696, CB, E, V","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039353",1695000.0,"May 26, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40905651",NA,"May 22, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40905651",1599000.0,,,,https://www.redfin.com/CA/Oakland/6585-Oakwood-Dr-94611/home/22690242,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,655 12th St #113,Oakland,CA,94607,599000,2.0,2.0,DOWNTOWN,979.0,29749.0,2003.0,16,612.0,480.0,Active,,,https://www.redfin.com/CA/Oakland/655-12th-St-94607/unit-113/home/1232465,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039159,N,Y,37.8045763,-122.2773515,,"Laminate, Vinyl, Engineered Wood",Electric,No Air Conditioning,NA,3,2,2.5,612.0,4715.0,91,Biker's paradise,97,Walker's paradise,87,Excellent transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 30 restaurants, 1 parkTransit1, 12, 14, 18, 19, 20, 29, 314, 33, 40, 51A, 6, 611, 62, 72, 72M, 72R, 800, 801, 802, 805, 840, 851, 88, 96, BSD, BSN, Orange-N, Orange-S, Red-N, Red-S, Yellow-N, Yellow-S","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039159",599000.0,"Feb 23, 2012","Pending (Pending - Subject to Lender Approval)bridgeMLS, Bay East AOR, or Contra Costa AOR #40557836",NA,"Feb 13, 2012","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40557836",198000.0,"Jan 16, 2012","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40557836",215000.0,https://www.redfin.com/CA/Oakland/655-12th-St-94607/unit-113/home/1232465,596946.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,22 Moss Ave #212,Oakland,CA,94610,635000,2.0,2.0,ROSE GARDEN,1159.0,,1965.0,22,548.0,545.0,Active,,,https://www.redfin.com/CA/Oakland/22-Moss-Ave-94610/unit-212/home/1890779,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038579,N,Y,37.8189103,-122.2509358,1.0,"Tile, Carpet",Forced Air,No Air Conditioning,4,3,6,2.5,548.0,5035.0,69,Bikeable,84,Very walkable,54,Good transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 14 restaurants, 5 parksTransit12, 29, 33, 51A, 57, 611, 653, 657, 658, 660, 662, 680, 682, 688, 805, 851, B, C, CB, NL, NX, NX1, P","Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038579",635000.0,"Dec 20, 2022",ContingentMLSListings #ML81913154,NA,"Nov 16, 2022",Listed (Active)MLSListings #ML81913154,649000.0,,,,https://www.redfin.com/CA/Oakland/22-Moss-Ave-94610/unit-212/home/1890779,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,901 Jefferson #314,Oakland,CA,94607,595000,2.0,2.0,DOWNTOWN,909.0,,2009.0,25,655.0,543.0,Active,,,https://www.redfin.com/CA/Oakland/901-Jefferson-St-94607/unit-314/home/174293623,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038091,N,Y,37.8027513,-122.2768642,1.0,"Carpet, Engineered Wood",Forced Air,,NA,3,6,2.5,655.0,4750.0,89,Very bikeable,98,Walker's paradise,87,Excellent transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 31 restaurants, 1 parkTransit1, 12, 14, 18, 19, 20, 29, 314, 33, 40, 51A, 6, 611, 62, 72, 72M, 72R, 800, 801, 802, 805, 840, 851, 88, 96, BSD, BSN, O, Orange-N, Orange-S, Red-N, Red-S, Yellow-N, Yellow-S","Sep 5, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038091",595000.0,"Apr 5, 2023",Pending (Pending (Do Not Show))MLSListings #ML81919268,NA,"Mar 1, 2023",ContingentMLSListings #ML81919268,NA,"Feb 17, 2023",Listed (Active)MLSListings #ML81919268,655000.0,https://www.redfin.com/CA/Oakland/901-Jefferson-St-94607/unit-314/home/174293623,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,6625 Hillmont Dr,Oakland,CA,94605,779000,2.0,2.0,MILLSMONT AREA,957.0,7400.0,1925.0,28,814.0,,Active,,,https://www.redfin.com/CA/Oakland/6625-Hillmont-Dr-94605/home/786998,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037914,N,Y,37.7757449,-122.170902,,"Laminate, Parquet, Tile","Natural Gas, Wall Furnace, MultiUnits",Ceiling Fan(s),2,1,1,,814.0,5508.0,24,Somewhat bikeable,42,Car-dependent,52,Good transit,Minimal,Major,Moderate,Minimal,"Places3 groceries, 23 restaurants, 5 parksTransit356, 40, 45, 46, 46L, 54, 57, 617, 638, 646, 648, 650, 657, 680, 73, 805, 840, 98, NL, NX3, NX4, NXC","Sep 2, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037914",779000.0,"Sep 2, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037915",779000.0,,,,,,,https://www.redfin.com/CA/Oakland/6625-Hillmont-Dr-94605/home/786998,775047.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,385 Jayne Ave #315,Oakland,CA,94610,589000,2.0,1.0,ADAMS POINT,1108.0,23958.0,1970.0,36,532.0,480.0,Active,,,https://www.redfin.com/CA/Oakland/385-Jayne-Ave-94610/unit-315/home/1840909,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037165,N,Y,37.8146792,-122.2541779,1.0,"Laminate, Tile",Wall Furnace,No Air Conditioning,4,3,6,2.5,532.0,4645.0,70,Very bikeable,82,Very walkable,60,Good transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 22 restaurants, 3 parksTransit12, 29, 33, 51A, 57, 611, 653, 657, 658, 680, 688, 805, 851, B, BSD, BSN, C, NL, NX, NX1, P","Sep 7, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037165",589000.0,"Aug 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037165",599000.0,"Feb 17, 1999","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #28116699",NA,"Jul 15, 1998","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #28116699",149900.0,https://www.redfin.com/CA/Oakland/385-Jayne-Ave-94610/unit-315/home/1840909,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5018 Congress Ave,Oakland,CA,94601,799000,3.0,3.0,FAIRFAX,1056.0,3900.0,1925.0,36,757.0,,Active,,,https://www.redfin.com/CA/Oakland/5018-Congress-Ave-94601/home/1843258,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037152,N,Y,37.7762942,-122.2020271,1.0,"Tile, Engineered Wood",Forced Air,No Air Conditioning,1,1,1,2.5,757.0,5649.0,42,Somewhat bikeable,79,Very walkable,49,Some transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 22 restaurants, 4 parksTransit1, 14, 356, 40, 45, 47, 57, 617, 648, 650, 657, 680, 801, 805, 840, NL, NX, NX2, NX3, NXC","Aug 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037152",799000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/5018-Congress-Ave-94601/home/1843258,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5056 Congress Ave,Oakland,CA,94601,799000,3.0,2.0,FAIRFAX,1369.0,6500.0,1913.0,65,584.0,,Active,,,https://www.redfin.com/CA/Oakland/5056-Congress-Ave-94601/home/1843255,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41034343,N,Y,37.7756766,-122.2017714,1.0,"Laminate, Vinyl",Forced Air,Central Air,1,1,1,2.5,584.0,5649.0,42,Somewhat bikeable,79,Very walkable,49,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 21 restaurants, 4 parksTransit1, 14, 356, 40, 45, 47, 57, 617, 638, 648, 650, 657, 680, 801, 805, 840, NL, NX, NX2, NX3, NXC","Aug 25, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034343",799000.0,"Jul 27, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41034343",849000.0,,,,,,,https://www.redfin.com/CA/Oakland/5056-Congress-Ave-94601/home/1843255,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3750 Harrison St #202,Oakland,CA,94611,679000,2.0,2.0,PIEDMONT AVENUE,1133.0,,1966.0,79,599.0,563.0,Active,,,https://www.redfin.com/CA/Oakland/3750-Harrison-St-94611/unit-202/home/1542284,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41033045,N,Y,37.8204286,-122.2526712,1.0,"Tile, Engineered Wood","Baseboard, Wall Furnace",No Air Conditioning,4,3,6,2.5,599.0,5364.0,65,Bikeable,88,Very walkable,56,Good transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 23 restaurants, 4 parksTransit12, 29, 33, 51A, 57, 611, 653, 657, 658, 660, 662, 680, 682, 688, 696, 805, 851, B, C, CB, NL, NX, NX1, P","Sep 14, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41033045",679000.0,"Aug 14, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41033045",698000.0,"Jul 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41033045",699000.0,"Apr 24, 2019","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40859645",NA,https://www.redfin.com/CA/Oakland/3750-Harrison-St-94611/unit-202/home/1542284,667993.0,"Apr 16, 2019","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40859645",NA,"Apr 4, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40859645",649000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,732 54th St,Oakland,CA,94609,699000,2.0,2.0,NORTH OAKLAND,952.0,5190.0,1905.0,1,734.0,,Active,,,https://www.redfin.com/CA/Oakland/732-54th-St-94609/home/1755204,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040707,N,Y,37.839367,-122.267905,,"Hardwood, Tile","Natural Gas, Central",,4,7,6,3.0,734.0,4942.0,99,Biker's paradise,91,Walker's paradise,63,Good transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 25 restaurants, 2 parksTransit12, 18, 57, 6, 657, 688, 800, 88, BridgeA, BridgeB, C, E, F, Orange-N, Orange-S, Red-N, Red-S, Yellow-N, Yellow-S","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040707",699000.0,"Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040710",699000.0,,,,,,,https://www.redfin.com/CA/Oakland/732-54th-St-94609/home/1755204,701829.0,,,,,,,"Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4101 39th Ave,Oakland,CA,94619,1278900,3.0,2.5,REDWOOD HEIGHTS,2013.0,7439.0,1950.0,1,635.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/4101-39th-Ave-94619/home/1030943,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040706,N,Y,37.7945613,-122.1906352,2.0,"Hardwood, Laminate",Forced Air,Ceiling Fan(s),4,NA,5,2.75,635.0,9043.0,32,Somewhat bikeable,62,Somewhat walkable,47,Some transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 24 restaurants, 2 parksTransit14, 339, 39, 47, 54, 57, 604, 638, 646, 648, 649, 650, 654, 655, 657, 658, 662, 680, 682, 696, 805, NL, NX, NX2, NX3, NXC","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040706",1278900.0,"May 11, 1997","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #27450393",NA,"Mar 17, 1997","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #27450393",279500.0,,,,https://www.redfin.com/CA/Oakland/4101-39th-Ave-94619/home/1030943,1348230.0,,,,,,,"All Public Utilities, DSL Available, Internet Available, Natural Gas Connected, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,,Oakland,CA,94605,549000,2.0,2.0,SEQUOYAH HEIGHTS,1123.0,58667.0,1986.0,1,489.0,659.0,Active,,,https://www.redfin.com/CA/Oakland/Undisclosed-address-94605/home/12116851,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040704,N,Y,37.7732886,-122.1454652,,"Concrete, Hardwood, Carpet, Engineered Wood","Gravity, Natural Gas",,2,1,5,3.0,489.0,4541.0,13,Somewhat bikeable,23,Car-dependent,23,Minimal transit,Minimal,Major,Moderate,Minimal,"Places6 groceries, 10 restaurants, 7 parksTransit356, 46, 46L, 57, 617, 646, 649, 650, 652, 680, 682, 98, NX3, NX4, NXC","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040704",549000.0,"Mar 29, 2013","Pending (Pending - Subject to Lender Approval)bridgeMLS, Bay East AOR, or Contra Costa AOR #40608170",NA,"Mar 25, 2013","Listed (New-Short Sale)bridgeMLS, Bay East AOR, or Contra Costa AOR #40608170",200000.0,,,,https://www.redfin.com/CA/Oakland/Undisclosed-address-94605/home/12116851,548998.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1464 55th Ave,Oakland,CA,94621,799000,9.0,4.0,OAKLAND,2436.0,3000.0,1912.0,1,328.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/1464-55th-Ave-94621/home/536764,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040703,N,Y,37.76791,-122.2022946,,Laminate,,,NA,NA,1,2.5,328.0,5649.0,66,Bikeable,85,Very walkable,52,Good transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 26 restaurants, 1 parkTransit1, 14, 356, 40, 45, 46, 46L, 47, 617, 648, 650, 657, 73, 801, 805, 840, 98","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040693",799000.0,"Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040703",799000.0,,,,,,,https://www.redfin.com/CA/Oakland/1464-55th-Ave-94621/home/536764,794504.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,200 2nd St #315,Oakland,CA,94607,849000,3.0,2.5,JACK LONDON SQ,1525.0,19986.0,2006.0,1,557.0,790.0,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/200-2nd-St-94607/unit-315/home/12116132,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039590,N,Y,37.7941167,-122.27075,1.0,"Hardwood, Tile, Carpet",Forced Air,No Air Conditioning,8,3,6,2.5,557.0,6793.0,86,Very bikeable,95,Walker's paradise,83,Excellent transit,Minimal,Minimal,Moderate,Minimal,"Places13 groceries, 30 restaurants, 3 parksTransit1, 12, 18, 19, 20, 29, 314, 33, 40, 51A, 611, 62, 72, 72M, 72R, 801, 840, 851, 88, 96, AMSJ2, BSD, BSN, Blue-N, Blue-S, CC, Green-N, Green-S, O, OA, Orange-N, Orange-S, SSF, W","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039590",849000.0,"Nov 21, 2010","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40497988",NA,"Nov 19, 2010","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40497988",500000.0,,,,https://www.redfin.com/CA/Oakland/200-2nd-St-94607/unit-315/home/12116132,851537.0,,,,,,,Sewer Connected,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,466 Crescent St #124,Oakland,CA,94610,299900,1.0,1.0,GRAND LAKE,629.0,42488.0,1971.0,1,477.0,502.0,Active,,,https://www.redfin.com/CA/Oakland/466-Crescent-St-94610/unit-124/home/1267039,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040699,N,Y,37.8134229,-122.2498794,1.0,"Tile, Bamboo",Electric,,4,3,6,2.5,477.0,2622.0,77,Very bikeable,90,Walker's paradise,54,Good transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 31 restaurants, 3 parksTransit12, 29, 33, 57, 606, 611, 653, 657, 658, 680, 688, 805, B, NL, NX, NX1, P","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040699",299900.0,"Mar 25, 2021","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40942559",NA,"Mar 24, 2021","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40942559",359900.0,,,,https://www.redfin.com/CA/Oakland/466-Crescent-St-94610/unit-124/home/1267039,300070.0,,,,,,,Individual Electric Meter,,,,,,,,,,,,,,
