SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,REDFIN_ESTIMATE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,UTILITIES,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,NUM_STORIES,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES
MLS Listing,,Single Family Residential,2902 Morcom Ave,Oakland,CA,94619,1095000,5.0,3.0,Oakland,2206.0,3144.0,1988.0,1,496.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/2902-Morcom-Ave-94619/home/49876123,San Francisco MLS,423913561,N,Y,37.7778248,-122.1918912,,Laminate,Central,,4,1,1,,496.0,7742.0,55,Bikeable,69,Somewhat walkable,52,Good transit,Minimal,Minor,Moderate,Minimal,"Places3 groceries, 21 restaurants, 3 parksTransit14, 40, 45, 47, 57, 617, 638, 648, 650, 657, 680, 805, 840, NL, NX, NX2, NX3, NXC","Sep 30, 2023",Listed (Active)San Francisco MLS #423913561,1095000.0,"Sep 22, 2023",Listed (Active)San Francisco MLS #423911782,1095000.0,,,,,,,https://www.redfin.com/CA/Oakland/2902-Morcom-Ave-94619/home/49876123,1094133.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,7030 Buckingham Blvd,Berkeley,CA,94705,1695000,4.0,3.0,CLAREMONT HILLS,3593.0,15561.0,1994.0,1,472.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Berkeley/7030-Buckingham-Blvd-94705/home/634451,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040690,N,Y,37.8596509,-122.2229651,2.0,"Hardwood, Tile, Carpet","Zoned, Natural Gas",Zoned,8,7,6,3.0,472.0,11985.0,27,Somewhat bikeable,5,Car-dependent,16,Minimal transit,Minimal,Major,Minor,Minimal,"Places4 groceries, 13 restaurants, 20 parksTransit604, 605, 660, 662, 677, 682, 688, 696, 79, 80, CB, E, V","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040690",1695000.0,"Aug 9, 2006","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40189255",NA,"Jul 19, 2006","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40189255",1195000.0,,,,https://www.redfin.com/CA/Berkeley/7030-Buckingham-Blvd-94705/home/634451,1766440.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,940 Edy Ln,Oakland,CA,94607,699000,2.0,2.5,WEST OAKLAND,1214.0,31249.0,2020.0,1,576.0,183.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/940-Edy-Ln-94607/home/167188588,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040691,N,Y,37.8153588,-122.27894,2.0,Vinyl,Central,Central Air,NA,3,2,2.5,576.0,5125.0,99,Biker's paradise,91,Walker's paradise,70,Excellent transit,Major,Minimal,Moderate,Minimal,"Places8 groceries, 15 restaurants, 5 parksTransit14, 18, 20, 29, 314, 36, 6, 705, 72, 72M, 72R, 800, 802, 88, NL","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040691",699000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/940-Edy-Ln-94607/home/167188588,698292.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2245 High St,Oakland,CA,94601,599000,4.0,2.0,STEINWAY TERRACE,1254.0,4160.0,1915.0,1,478.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/2245-High-St-94601/home/1667210,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040685,N,Y,37.7793054,-122.2076604,,"Laminate, Tile",Forced Air,,3,3,1,2.5,478.0,4235.0,49,Somewhat bikeable,79,Very walkable,54,Good transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 32 restaurants, 4 parksTransit1, 14, 40, 47, 54, 648, 654, 655, 801, 840, NX3","Sep 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040685",599000.0,"Oct 19, 2015","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40706570",NA,"Sep 25, 2015","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #40706570",NA,"Sep 16, 2015","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40706570",NA,https://www.redfin.com/CA/Oakland/2245-High-St-94601/home/1667210,601285.0,"Sep 4, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40706570",375000.0,"Aug 25, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40706570",399000.0,,"Aug 19, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40706570",410000.0,"Aug 3, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40706570",430000.0,"Jul 9, 2015","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40706570",449000.0,,,,,
MLS Listing,,Single Family Residential,1833 100th,Oakland,CA,94603,499888,1.0,1.0,ELMHURST,626.0,4025.0,1926.0,1,799.0,,Active,,,https://www.redfin.com/CA/Oakland/1833-100th-Ave-94603/home/1287551,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040671,N,Y,37.7444103,-122.1637824,,,,,2,2,1,2.0,799.0,3535.0,63,Bikeable,68,Somewhat walkable,57,Good transit,Minimal,Minor,Moderate,Minimal,"Places8 groceries, 19 restaurants, 1 parkTransit1, 34, 35, 356, 40, 45, 57, 652, 680, 682, 801, 90, 98, NX3, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040671",499888.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/1833-100th-Ave-94603/home/1287551,493935.0,,,,,,,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),1725 13th Ave,Oakland,CA,94606,2000000,,,CLINTON PARK,4129.0,4500.0,1955.0,1,484.0,,Active,,,https://www.redfin.com/CA/Oakland/1725-13th-Ave-94606/home/40089983,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040668,N,Y,37.7923181,-122.2442401,,"Hardwood, Laminate",Forced Air,No Air Conditioning,6,4,4,2.5,484.0,14141.0,87,Very bikeable,88,Very walkable,57,Good transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 26 restaurants, 4 parksTransit1, 14, 33, 40, 611, 62, 801, 840, 96","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040668",2000000.0,"Aug 4, 2023",,NA,,,,,,,https://www.redfin.com/CA/Oakland/1725-13th-Ave-94606/home/40089983,1917798.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,354 Santa Clara Ave,Oakland,CA,94610,895000,3.0,2.0,OAKLAND,1524.0,4058.0,1912.0,1,587.0,,Active,,,https://www.redfin.com/CA/Oakland/354-Santa-Clara-Ave-94610/home/1868809,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040665,N,Y,37.8145758,-122.2484834,2.0,"Laminate, Carpet","Electric, Individual Rm Controls",,4,3,6,2.5,587.0,6328.0,66,Bikeable,96,Walker's paradise,53,Good transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 27 restaurants, 2 parksTransit12, 29, 33, 57, 606, 611, 653, 657, 658, 680, 688, 805, B, C, NL, NX, NX1, P","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040665",895000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/354-Santa-Clara-Ave-94610/home/1868809,897441.0,,,,,,,"Water/Sewer Meter on Site, All Public Utilities, Individual Electric Meter, Master Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),791 Alcatraz,Oakland,CA,94609,995000,,,Oakland,3624.0,4160.0,1918.0,1,275.0,,Active,,,https://www.redfin.com/CA/Oakland/791-Alcatraz-Ave-94609/home/1077314,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41032451,N,Y,37.8489879,-122.2682226,,"Concrete, Hardwood, Laminate, Linoleum, Carpet",Natural Gas,,7,7,6,2.5,275.0,7035.0,98,Biker's paradise,94,Walker's paradise,61,Good transit,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 22 restaurants, 3 parksTransit12, 18, 6, 688, 80, 800, 88, F, Orange-N, Orange-S, Red-N, Red-S","Sep 29, 2023","Relisted (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032451",NA,"Sep 27, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41032451",NA,"Aug 6, 2023","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #41032451",NA,"Jul 7, 2023","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #41032451",995000.0,https://www.redfin.com/CA/Oakland/791-Alcatraz-Ave-94609/home/1077314,,,,,,,,"Wired For Cable TV, All Public Utilities, Cable Available, Internet Available",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,428 Alice St #504,Oakland,CA,94607,724800,2.0,2.0,JACK LONDON SQ,1156.0,30927.0,2006.0,1,627.0,899.0,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/428-Alice-St-94607/unit-504/home/12116069,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040656,N,Y,37.7957152,-122.2703955,2.0,"Laminate, Vinyl",Forced Air,Central Air,8,3,6,2.5,627.0,6024.0,84,Very bikeable,96,Walker's paradise,86,Excellent transit,Minimal,NA,Moderate,Minimal,"Places18 groceries, 30 restaurants, 1 parkTransit1, 12, 18, 19, 20, 29, 314, 33, 40, 51A, 6, 611, 62, 72, 72M, 72R, 801, 840, 851, 88, 96, AMSJ2, BSD, BSN, Blue-N, Blue-S, CC, Green-N, Green-S, O, Orange-N, Orange-S, W","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040656",724800.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/428-Alice-St-94607/unit-504/home/12116069,724511.0,,,,,,,"All Public Utilities, Natural Gas Available, Natural Gas Connected",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,222 Broadway #1309,Oakland,CA,94607,675000,1.0,1.0,JACK LONDON SQ,766.0,35016.0,2009.0,1,881.0,976.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/222-Broadway-94607/unit-1309/home/28696768,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040654,N,Y,37.7962024,-122.2756237,1.0,"Hardwood, Tile, Carpet","Forced Air, Heat Pump",Central Air,8,3,6,2.5,881.0,5749.0,82,Very bikeable,97,Walker's paradise,83,Excellent transit,Minimal,NA,Moderate,Minimal,"Places5 groceries, 37 restaurants, 3 parksTransit1, 12, 18, 19, 20, 29, 314, 33, 40, 51A, 6, 611, 62, 72, 72M, 72R, 800, 801, 840, 851, 88, 96, AMSJ2, BSD, BSN, CC, O, OA, SSF, W","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040654",675000.0,"Mar 7, 2017","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40770491",NA,"Feb 16, 2017","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40770491",698000.0,,,,https://www.redfin.com/CA/Oakland/222-Broadway-94607/unit-1309/home/28696768,675227.0,,,,,,,"Internet Available, Natural Gas Available, Natural Gas Connected, Individual Electric Meter",,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),830 36th St,Oakland,CA,94608,799900,5.0,2.0,Becketts Addition,,6410.0,1912.0,1,,,Active,,,https://www.redfin.com/CA/Oakland/830-36th-St-94608/home/1605821,MetroList,223095164,N,Y,37.8260582,-122.2730793,,"Carpet, Vinyl, Wood",Fireplace(s),Ceiling Fan(s),4,3,2,,,5656.0,92,Biker's paradise,81,Very walkable,74,Excellent transit,Major,Minimal,Moderate,Minimal,"Places5 groceries, 20 restaurants, 4 parksTransit18, 36, 57, 6, 657, 705, 72, 72M, 72R, 800, 802, 88, BridgeA, BridgeB, C, F, Orange-N, Orange-S, Red-N, Red-S, Yellow-N, Yellow-S",,,,,,,,,,,,,https://www.redfin.com/CA/Oakland/830-36th-St-94608/home/1605821,795291.0,,,,,,,"Cable Available, Natural Gas Connected, Dish Antenna, Internet Available",,,,,,,,,,2.0,,,,
MLS Listing,,Single Family Residential,7701 Crest Ave,Oakland,CA,94605,929000,4.0,2.0,EASTMONT HILLS,1454.0,4500.0,1940.0,1,639.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/7701-Crest-Ave-94605/home/980733,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040643,N,Y,37.7703832,-122.1638947,,"Hardwood, Tile, Vinyl, Wood","Heat Pump, Central, Heat Pump-Air","Central Air, Heat Pump",2,1,1,2.5,639.0,6569.0,23,Somewhat bikeable,41,Car-dependent,53,Good transit,Minimal,Major,Moderate,Minimal,"Places8 groceries, 19 restaurants, 4 parksTransit356, 40, 45, 46, 46L, 57, 617, 638, 646, 650, 652, 657, 680, 73, 805, 840, 90, 98, NL, NX3, NX4, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040643",929000.0,"Oct 26, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40925724",NA,"Oct 16, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40925724",699000.0,,,,https://www.redfin.com/CA/Oakland/7701-Crest-Ave-94605/home/980733,927925.0,,,,,,,"All Public Utilities, Individual Electric Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,9899 Thermal,Oakland,CA,94605,789000,3.0,2.0,ALAMEDA,1160.0,4312.0,1939.0,1,680.0,,Active,,,https://www.redfin.com/CA/Oakland/9899-Thermal-St-94605/home/711000,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040635,N,Y,37.747708,-122.1565322,1.0,Vinyl,Forced Air,"Ceiling Fan(s), Central Air",2,1,1,2.5,680.0,5579.0,59,Bikeable,72,Very walkable,57,Good transit,Minimal,Moderate,Moderate,Minimal,"Places7 groceries, 16 restaurants, 4 parksTransit1, 34, 35, 356, 40, 45, 46, 46L, 57, 646, 649, 652, 680, 682, 801, 90, 98, NX3, NX4, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040635",789000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/9899-Thermal-St-94605/home/711000,788807.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),8016 Atherton St,Oakland,CA,94605,549888,3.0,,Oakland,1415.0,5937.0,1944.0,1,389.0,,Active,,,https://www.redfin.com/CA/Oakland/8016-Atherton-St-94605/home/1564250,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040632,N,Y,37.761489,-122.1708133,,"Hardwood, Laminate, Tile, Carpet",Wall Furnace,No Air Conditioning,2,1,1,2.5,389.0,3888.0,66,Bikeable,75,Very walkable,59,Good transit,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 18 restaurants, 2 parksTransit1, 356, 40, 45, 46, 46L, 57, 638, 646, 652, 657, 680, 73, 801, 805, 840, 90, 98, NL, NX3, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040632",549888.0,"Feb 4, 2013","Pending (Pending - Subject to Lender Approval)bridgeMLS, Bay East AOR, or Contra Costa AOR #40602112",NA,"Jan 30, 2013","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40602112",165000.0,,,,https://www.redfin.com/CA/Oakland/8016-Atherton-St-94605/home/1564250,549653.0,,,,,,,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,556 Merritt Ave,Oakland,CA,94610,525000,1.0,1.0,CLEVELAND HEIGHTS,934.0,4300.0,1925.0,1,562.0,,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Oakland/556-Merritt-Ave-94610/home/187761330,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040631,N,Y,37.8076263,-122.2467537,1.0,"Hardwood Flrs Throughout, Tile",Forced Air,,7,3,6,3.0,562.0,3712.0,71,Very bikeable,95,Walker's paradise,58,Good transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 29 restaurants, 5 parksTransit12, 14, 29, 33, 40, 57, 606, 62, 653, 657, 658, 680, 688, 805, 840, B, NL, NX, NX1","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040631",525000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/556-Merritt-Ave-94610/home/187761330,522670.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5824 Skyline,Oakland,CA,94611,2995000,4.0,4.5,MONTCLAIR,5169.0,19775.0,2015.0,1,579.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/5824-Skyline-Blvd-94611/home/2111529,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040627,N,Y,37.8535971,-122.2126035,3.0,"Tile, Carpet, Engineered Wood","Zoned, Radiant",Central Air,8,5,5,2.5,579.0,21177.0,26,Somewhat bikeable,6,Car-dependent,16,Minimal transit,Minimal,Major,Minimal,Minimal,"Places4 groceries, 17 restaurants, 11 parksTransit604, 605, 642, 660, 662, 677, 682, 688, 696, CB, E, V","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040627",2995000.0,"May 11, 2021","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40940393",NA,"May 4, 2021","ContingentbridgeMLS, Bay East AOR, or Contra Costa AOR #40940393",NA,"Mar 6, 2021","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40940393",2995000.0,https://www.redfin.com/CA/Oakland/5824-Skyline-Blvd-94611/home/2111529,3034010.0,,,,,,,"All Public Utilities, Natural Gas Available, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1418 Barrows Rd,Oakland,CA,94610,1950000,4.0,3.0,CROCKER HGHLANDS,2450.0,4557.0,1922.0,1,796.0,19.0,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/1418-Barrows-Rd-94610/home/1340556,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040358,N,Y,37.8085703,-122.2261901,1.0,"Hardwood Flrs Throughout, Tile","Zoned, Radiant",Zoned,8,7,4,2.5,796.0,13807.0,46,Somewhat bikeable,81,Very walkable,52,Good transit,Major,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 2 parksTransit20, 21, 29, 33, 339, 39, 57, 606, 611, 62, 650, 653, 657, 658, 680, 688, 805, 96, B, NL, NX, NX1, NX2, NXC, V","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040358",1950000.0,"Sep 9, 2009","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40424607",NA,"Aug 25, 2009","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40424607",675000.0,"Aug 14, 2009","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40424607",740000.0,https://www.redfin.com/CA/Oakland/1418-Barrows-Rd-94610/home/1340556,1944130.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,452 42nd St,Oakland,CA,94609,1098000,6.0,3.0,TEMESCAL,2796.0,6656.0,1912.0,1,393.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/452-42nd-St-94609/home/833733,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040602,N,Y,37.8311648,-122.261339,3.0,"Hardwood, Hardwood Flrs Throughout, Tile, Vinyl",Wall Furnace,,4,7,6,2.5,393.0,7764.0,98,Biker's paradise,95,Walker's paradise,71,Excellent transit,Moderate,Minimal,Moderate,Minimal,"Places1 grocery, 38 restaurants, 1 parkTransit12, 18, 51A, 57, 6, 605, 653, 657, 658, 660, 662, 682, 696, 705, 800, 851, BridgeA, BridgeB, C, CB, Orange-N, Orange-S, Red-N, Red-S, V, Yellow-N, Yellow-S","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040602",1098000.0,"Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040680",1098000.0,,,,,,,https://www.redfin.com/CA/Oakland/452-42nd-St-94609/home/833733,1103162.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3229 Elm St,Oakland,CA,94609,1699000,8.0,4.0,PILL HILL,3093.0,4370.0,1896.0,1,549.0,,Active,,,https://www.redfin.com/CA/Oakland/3229-Elm-St-94609/home/147712932,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040598,N,Y,37.8213735,-122.265721,,"Laminate, Tile",Forced Air,Zoned,2,3,6,2.5,549.0,12013.0,88,Very bikeable,92,Walker's paradise,70,Excellent transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 19 restaurants, 3 parksTransit12, 18, 33, 51A, 57, 6, 611, 653, 657, 658, 660, 662, 682, 705, 72, 72M, 72R, 800, 802, 851, 88, BSD, BSN, BridgeA, BridgeB, C, CB, Orange-N, Orange-S, Red-N, Red-S, Yellow-N, Yellow-S","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040598",1699000.0,"Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040614",1699000.0,,,,,,,https://www.redfin.com/CA/Oakland/3229-Elm-St-94609/home/147712932,1662015.0,,,,,,,"Water/Sewer Meter on Site, Individual Electric Meter",,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),516 Wesley Ave,Oakland,CA,94606,1150000,6.0,,LAKE MERRITT,3126.0,2490.0,1960.0,1,368.0,,Active,October-5-2023 10:30 AM,October-5-2023 12:00 PM,https://www.redfin.com/CA/Oakland/516-Wesley-Ave-94606/home/535223,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040596,N,Y,37.8050363,-122.2486164,,"Laminate, Tile, Vinyl, Carpet","Natural Gas, Wall Furnace, Central",No Air Conditioning,7,7,4,2.5,368.0,8131.0,76,Very bikeable,89,Very walkable,61,Good transit,Major,Minimal,Moderate,Minimal,"Places4 groceries, 26 restaurants, 7 parksTransit1, 12, 14, 29, 33, 40, 57, 606, 62, 653, 657, 658, 680, 688, 801, 805, 840, B, NL, NX, NX1","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040596",1150000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/516-Wesley-Ave-94606/home/535223,1151234.0,,,,,,,"Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
