SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,HAS_GARAGE,BATH_DESCRIPTION,FLOORING_FEATURES,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,FEES_INCLUDE,HOA_NAME,HOA_FEE_FREQ,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Single Family Residential,4381 Davis St,Santa Clara,CA,95054,1350000,3.0,2.0,SANTA CLARA,1548.0,6655.0,1938.0,43.0,872.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/4381-Davis-St-95054/home/581473,MLSListings,ML81936038,N,Y,37.3955507,-121.9604882,"Off-Street Parking, On Street","Breakfast Nook, Eat in Kitchen",Washer/Dryer,"Ceiling Fan, Window/Wall Unit",Central Forced Air (Gas),Public Utilities,1.0,6,5,7,2.5,872.0,,9545.0,73,Very bikeable,58,Somewhat walkable,35,Some transit,Moderate,Minimal,Major,Minimal,"Places2 groceries, 22 restaurants, 6 parksTransit20, 200, 55, 57, 59, ACE, ACE Brown, ACE Gray, ACE Green, ACE Orange, ACE Purple, ACE Red, ACE Violet, ACE Yellow, ACETrain, BB (Oct23), BB (Sep23), Blue (Civc-Bayp), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-North Portion, BlueBB (9/1/23-9/14/23), BlueN, BusBridge (5/22-6/4), BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Civc), BusBridge (Bypt-Foak), CC, Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 20, 2023",Price ChangedMLSListings #ML81936038,1350000.0,https://www.redfin.com/CA/Santa-Clara/4381-Davis-St-95054/home/581473,1.0,"Full on Ground Floor, Shower Over Tub","Tile, Wood, Other (See Remarks)","Sep 8, 2023",Price ChangedMLSListings #ML81936038,1379000.0,"Aug 18, 2023",Listed (Active)MLSListings #ML81936038,1399999.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1865 Palm View Pl #228,Santa Clara,CA,95050,705000,1.0,1.0,SANTA CLARA,760.0,,1978.0,49.0,928.0,438.0,Active,,,https://www.redfin.com/CA/Santa-Clara/1865-Palm-View-Pl-95050/unit-228/home/2123195,MLSListings,ML81938266,N,Y,37.3570938,-121.9590203,"Assigned Spaces, Attached Garage, Gate/Door Opener, Guest/Visitor Parking","Breakfast Bar, Dining Area in Living Room, Eat in Kitchen","Electricity Hookup (220V), Washer/Dryer",Window/Wall Unit,Other (See Remarks),"Individual Electric Meters, Public Utilities",1.0,3,5,7,2.5,928.0,695614.0,5423.0,75,Very bikeable,85,Very walkable,45,Some transit,Minimal,Minimal,Major,Minimal,"Places6 groceries, 29 restaurants, 3 parksTransit21, 22, 53, 57, 59, 60, ACE Yellow, Rapid 522","Aug 12, 2023",Listed (Active)MLSListings #ML81938266,705000.0,https://www.redfin.com/CA/Santa-Clara/1865-Palm-View-Pl-95050/unit-228/home/2123195,1.0,"Primary (Sunken Tub), Stall Shower, Tile","Carpet, Hardwood, Slate","Apr 24, 2008",Listing RemovedMLSListings #ML80799937,NA,"Apr 17, 2008",Price ChangedMLSListings #ML80799937,425000.0,"Feb 2, 2008",ListedMLSListings #ML80799937,449888.0,,,,"Common Area Electricity, Exterior Painting, Fencing, Garbage, Insurance, Landscaping/Gardening, Maintenance (Common Area), Management Fee, Pools, Spa, or Tennis, Reserves",The Palms HOA,Monthly,,,,,,,,,
MLS Listing,,Single Family Residential,1135 Alice Dr,Santa Clara,CA,95050,1698000,4.0,2.5,SANTA CLARA,2436.0,6365.0,1951.0,51.0,697.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/1135-Alice-Dr-95050/home/1215220,MLSListings,ML81937883,N,Y,37.3465783,-121.9602644,"Attached Garage, Carport, On Street","Dining Area, Dining Area in Living Room","In Garage, Washer/Dryer","Multi-Zone, Window/Wall Unit","Central Forced Air (Gas), Heat Pump","Natural Gas, Public Utilities",2.0,5,5,7,2.5,697.0,1749707.0,12006.0,78,Very bikeable,87,Very walkable,46,Some transit,Minimal,Minimal,Major,Minimal,"Places5 groceries, 25 restaurants, 2 parksTransit21, 22, 53, 57, 59, 60, Rapid 522","Sep 22, 2023",Price ChangedMLSListings #ML81937883,1698000.0,https://www.redfin.com/CA/Santa-Clara/1135-Alice-Dr-95050/home/1215220,2.0,"Full on Ground Floor, Half on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower Over Tub","Hardwood, Tile, Vinyl/Linoleum","Aug 17, 2023",Price ChangedMLSListings #ML81937883,1888000.0,"Aug 10, 2023",Listed (Active)MLSListings #ML81937883,1788000.0,"Mar 21, 2013",Pending (Pending (Do Not Show))MLSListings #ML81305888,NA,"Mar 20, 2013",Relisted (Active)MLSListings #ML81305888,NA,,,,"Mar 7, 2013",Pending (Pending (Do Not Show))MLSListings #ML81305888,NA,"Feb 26, 2013",Listed (Active)MLSListings #ML81305888,799950.0,,,
MLS Listing,,Condo/Co-op,3303 Kifer Rd #103,Santa Clara,CA,95051,1599900,4.0,3.5,SANTA CLARA,1940.0,647.0,2021.0,51.0,825.0,326.0,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Santa-Clara/3303-Kifer-Rd-95051/unit-103/home/172931885,MLSListings,ML81937859,N,Y,37.3742575,-121.987255,Gate/Door Opener,No Formal Dining Room,Washer/Dryer,Central Forced Air,Central Forced Air,Individual Electric Meters,4.0,5,6,8,2.25,825.0,1567150.0,11638.0,59,Bikeable,33,Car-dependent,38,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 37 restaurants, 0 parksTransit20, 21, 22, 55, 57, 59, ACE Gray, ACE Yellow, Express 121, L1, L2, L3, L6, School 255","Sep 13, 2023",Price ChangedMLSListings #ML81937859,1599900.0,https://www.redfin.com/CA/Santa-Clara/3303-Kifer-Rd-95051/unit-103/home/172931885,2.0,2+ Showers Over Tubs,"Carpet, Hardwood, Tile","Aug 25, 2023",Price ChangedMLSListings #ML81937859,1639999.0,"Aug 23, 2023",Price ChangedMLSListings #ML81937859,1669999.0,"Aug 10, 2023",Listed (Active)MLSListings #ML81937859,1649999.0,,,,"Insurance, Insurance (Common Area), Landscaping/Gardening, Management Fee",One Lawrence Station Owners Association,Monthly,,,,,,,,,
MLS Listing,,Townhouse,1792 Warburton Ave #3,Santa Clara,CA,95050,1498000,3.0,2.5,SANTA CLARA,1778.0,,2023.0,53.0,843.0,337.0,Active,,,https://www.redfin.com/CA/Santa-Clara/1792-Warburton-Ave-95050/unit-3/home/186395872,MLSListings,ML81937709,N,Y,37.3556854,-121.9582877,Attached Garage,Dining Area in Living Room,Inside,Central Forced Air,Central Forced Air (Gas),Public Utilities,3.0,3,5,7,2.5,843.0,1478965.0,10929.0,74,Very bikeable,89,Very walkable,46,Some transit,Minimal,Minimal,Major,Minimal,"Places6 groceries, 27 restaurants, 3 parksTransit21, 22, 53, 57, 59, 60, ACE Yellow, Rapid 522","Aug 8, 2023",Listed (Active)MLSListings #ML81937709,1498000.0,https://www.redfin.com/CA/Santa-Clara/1792-Warburton-Ave-95050/unit-3/home/186395872,2.0,Double Sinks,"Hardwood, Tile",,,,,,,,,,,,,Maintenance (Common Area),Warburton Townhomes,,,,,,,,,,
MLS Listing,,Condo/Co-op,2250 Monroe St #106,Santa Clara,CA,95050,549888,1.0,1.0,SANTA CLARA,716.0,,1987.0,54.0,768.0,532.0,Active,,,https://www.redfin.com/CA/Santa-Clara/2250-Monroe-St-95050/unit-106/home/896438,MLSListings,ML81937167,N,Y,37.3612142,-121.9648253,"Covered Parking, Gate/Door Opener, Guest/Visitor Parking, Underground Parking",Dining Area in Living Room,Washer/Dryer,"Ceiling Fan, Window/Wall Unit",Electric,Public Utilities,1.0,3,5,7,2.5,768.0,550264.0,4420.0,81,Very bikeable,61,Somewhat walkable,35,Some transit,NA,NA,NA,NA,"Places7 groceries, 24 restaurants, 5 parksTransit21, 22, 53, 57, 59, 60, ACE Yellow, Rapid 522","Aug 25, 2023",Relisted (Active)MLSListings #ML81937167,NA,https://www.redfin.com/CA/Santa-Clara/2250-Monroe-St-95050/unit-106/home/896438,1.0,"Granite, Shower Over Tub, Tile, Tub, Updated Bath(s)","Laminate, Tile, Travertine","Aug 21, 2023",Pending (Pending (Do Not Show))MLSListings #ML81937167,NA,"Aug 3, 2023",Listed (Active)MLSListings #ML81937167,549888.0,,,,,,,"Common Area Electricity, Decks, Exterior Painting, Fencing, Garbage, Hot Water, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis, Roof, Water/Sewer, Other (See Remarks)",Coronado Villas Maintenance Corp.,Monthly,,,,,,,,,
MLS Listing,,Single Family Residential,1992 Bowers Ave,Santa Clara,CA,95051,1499000,4.0,2.0,SANTA CLARA,1158.0,5945.0,1960.0,58.0,1294.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/1992-Bowers-Ave-95051/home/677151,MLSListings,ML81921347,N,Y,37.359258,-121.9772815,On Street,Dining Area in Family Room,,,Central Forced Air,Public Utilities,1.0,6,6,8,2.5,1294.0,1516965.0,10599.0,77,Very bikeable,67,Somewhat walkable,44,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 27 restaurants, 4 parksTransit20, 21, 22, 53, 57, 59, ACE Gray, ACE Yellow, Rapid 522","Aug 18, 2023",Price ChangedMLSListings #ML81921347,1499000.0,https://www.redfin.com/CA/Santa-Clara/1992-Bowers-Ave-95051/home/677151,,,,"Aug 3, 2023",Listed (Active)MLSListings #ML81921347,1580000.0,"Sep 14, 2022",Listing RemovedCRMLS #PW22050945,NA,"May 23, 2022",,NA,"May 23, 2022",,NA,,,,"Apr 19, 2022",Pending (Pending Sale)CRMLS #PW22050945,NA,"Mar 14, 2022",,NA,,,
MLS Listing,,Condo/Co-op,334 Santana Row #332,San Jose,CA,95128,1148000,1.0,1.5,SAN JOSE,1151.0,,2002.0,68.0,997.0,650.0,Active,,,https://www.redfin.com/CA/San-Jose/334-Santana-Row-95128/unit-332/home/17293110,MLSListings,ML81933482,N,Y,37.3222527,-121.947416,"Assigned Spaces, Attached Garage, Covered Parking, Electric Gate, Lighted Parking Area, Underground Parking",No Formal Dining Room,,Ceiling Fan,Central Forced Air,"Individual Electric Meters, Natural Gas",2.0,6,NA,6,2.5,997.0,1120547.0,8767.0,81,Very bikeable,89,Very walkable,50,Good transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 46 restaurants, 1 parkTransit23, 25, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle","Jul 24, 2023",Listed (Active)MLSListings #ML81933482,1148000.0,https://www.redfin.com/CA/San-Jose/334-Santana-Row-95128/unit-332/home/17293110,2.0,,,"Aug 17, 2011",Listing RemovedMLSListings #ML81135975,NA,"Aug 16, 2011",ListedMLSListings #ML81135975,385000.0,,,,,,,"Maintenance (Common Area), Roof, Water",The Margo Building Condominium,Monthly,,,,,,,,,
MLS Listing,,Other,2035 White Oak Ln,Santa Clara,CA,95051,4000000,,,SANTA CLARA,,31173.0,,71.0,,,Active,,,https://www.redfin.com/CA/Santa-Clara/2035-White-Oak-Ln-95051/home/171407753,MLSListings,ML81935773,N,Y,37.3599448,-121.9965692,,,,,,"Electricity (On Site), Gas (On Site), Public Utilities",,7,6,8,2.5,,,28282.0,71,Very bikeable,63,Somewhat walkable,29,Some transit,NA,NA,NA,NA,"Places4 groceries, 36 restaurants, 4 parksTransit20, 21, 22, 53, 56, 57, ACE Gray, L1, L2, L3, L6, Rapid 522","Jul 21, 2023",Listed (Active)MLSListings #ML81935773,4000000.0,https://www.redfin.com/CA/Santa-Clara/2035-White-Oak-Ln-95051/home/171407753,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2143 Benton St,Santa Clara,CA,95050,1825000,4.0,2.0,SANTA CLARA,1493.0,5774.0,1950.0,76.0,1222.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/2143-Benton-St-95050/home/824106,MLSListings,ML81933841,N,Y,37.3465388,-121.9610198,Attached Garage,"Eat in Kitchen, No Formal Dining Room",In Garage,Central Forced Air,Central Forced Air,Public Utilities,1.0,5,5,7,2.5,1222.0,1751667.0,12904.0,78,Very bikeable,87,Very walkable,46,Some transit,Minimal,Minimal,Major,Minimal,"Places6 groceries, 23 restaurants, 2 parksTransit21, 22, 53, 57, 59, 60, Rapid 522","Sep 13, 2023",Price ChangedMLSListings #ML81933841,1825000.0,https://www.redfin.com/CA/Santa-Clara/2143-Benton-St-95050/home/824106,1.0,Shower and Tub,"Tile, Wood","Sep 6, 2023",Relisted (Active)MLSListings #ML81933841,NA,"Sep 1, 2023",Listing RemovedMLSListings #ML81933841,NA,"Jul 11, 2023",Listed (Active)MLSListings #ML81933841,1850000.0,"May 19, 2023",Pending (Pending (Do Not Show))MLSListings #ML81927628,NA,,,,"May 10, 2023",Listed (Active)MLSListings #ML81927628,1399950.0,,,,,,
MLS Listing,,Single Family Residential,1310 -1340 Homestead Rd,Santa Clara,CA,95050,3899900,11.0,8.0,SANTA CLARA,5760.0,5760.0,1912.0,92.0,677.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/1310-Homestead-Rd-95050/home/549354,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41031891,N,Y,37.3473294,-121.9477777,,,,Ceiling Fan(s),"Natural Gas, Wall Furnace",,,5,5,7,2.5,677.0,,27575.0,97,Biker's paradise,89,Very walkable,48,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 19 restaurants, 6 parksTransit21, 22, 53, 59, 60, ACE, ACETrain, BusBridge Caltrain (MPK-SCL)), CC, L1, L2, L4, L5, L6, Rapid 522","Jun 30, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41031826",3899900.0,https://www.redfin.com/CA/Santa-Clara/1310-Homestead-Rd-95050/home/549354,,,Carpet,"Jun 30, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41031891",3899900.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),2167 Pasetta Dr,Santa Clara,CA,95050,1838000,8.0,4.0,SANTA CLARA,3150.0,6600.0,1962.0,100.0,583.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/2167-Pasetta-Dr-95050/home/869995,MLSListings,ML81932774,N,Y,37.364122,-121.9619974,"Assigned Spaces, Carport, Covered Parking, Lighted Parking Area",,Coin-Operated,Window/Wall Unit,Electric,Public Utilities,2.0,6,6,8,2.5,583.0,1790053.0,12996.0,74,Very bikeable,52,Somewhat walkable,34,Some transit,Severe,Minimal,Major,Minimal,"Places8 groceries, 19 restaurants, 6 parksTransit21, 22, 53, 57, 59, 60, ACE Yellow, Rapid 522","Jun 22, 2023",Listed (Active)MLSListings #ML81932774,1838000.0,https://www.redfin.com/CA/Santa-Clara/2167-Pasetta-Dr-95050/home/869995,,,Laminate,"Oct 7, 2015",Listing RemovedMLSListings #ML81499438,NA,"Aug 22, 2015",ContingentMLSListings #ML81499438,NA,"Aug 11, 2015",Listed (Active)MLSListings #ML81499438,1200000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3759 BENTON St,Santa Clara,CA,95051,2538888,4.0,2.5,SANTA CLARA,2701.0,4281.0,1993.0,101.0,940.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/3759-Benton-St-95051/home/762295,MLSListings,ML81932560,N,Y,37.3426805,-122.000026,Attached Garage,"Dining Area in Living Room, Eat in Kitchen, Formal Dining Room","Inside, Washer/Dryer",Central Forced Air,"Central Forced Air (Gas), Fireplace",Public Utilities,2.0,8,6,8,2.5,940.0,2549929.0,17952.0,63,Bikeable,55,Somewhat walkable,36,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 27 restaurants, 2 parksTransit21, 22, 23, 53, 56, 57, Express 101, Rapid 522, Rapid 523","Aug 10, 2023",Price ChangedMLSListings #ML81932560,2538888.0,https://www.redfin.com/CA/Santa-Clara/3759-Benton-St-95051/home/762295,2.0,"Double Sinks, Granite, Half on Ground Floor, Primary (Stall Shower(s)), Primary (Sunken Tub), Shower and Tub, Steam Shower, Tile, Tub in Master Bedroom, Tub w/Jets","Carpet, Tile","Jul 6, 2023",Price ChangedMLSListings #ML81932560,2568888.0,"Jun 21, 2023",Listed (Active)MLSListings #ML81932560,2568000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,290 Alviso St,Santa Clara,CA,95050,1699950,2.0,1.0,SANTA CLARA,1300.0,7920.0,1900.0,119.0,1308.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/290-Alviso-St-95050/home/1323648,MLSListings,ML81930584,N,Y,37.3441006,-121.9384005,"Attached Garage, Carport, Gate/Door Opener","Eat in Kitchen, No Formal Dining Room",In Garage,,Central Forced Air,"Individual Electric Meters, Individual Gas Meters, Natural Gas",1.0,6,5,7,2.5,1308.0,1648377.0,12020.0,89,Very bikeable,85,Very walkable,50,Good transit,Minimal,Minimal,Major,Minimal,"Places2 groceries, 26 restaurants, 3 parksTransit21, 22, 53, 59, 60, 61, ACE, ACETrain, BusBridge Caltrain (MPK-SCL)), CC, L1, L2, L4, L5, L6, Rapid 522","Jun 3, 2023",Listed (Active)MLSListings #ML81930584,1699950.0,https://www.redfin.com/CA/Santa-Clara/290-Alviso-St-95050/home/1323648,1.0,"Stall Shower, Tub","Vinyl/Linoleum, Wood","Aug 15, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40916477",NA,"Aug 14, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40916477",1188000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2046 Worthington Cir,Santa Clara,CA,95050,1411009,2.0,2.0,,1609.0,,2023.0,190.0,877.0,380.0,Active,,,https://www.redfin.com/CA/Santa-Clara/2046-Worthington-Cir-95050/home/184814892,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022450,N,Y,37.326172,-121.951859,,,,,Electric,,,6,NA,6,2.5,877.0,1386078.0,10357.0,81,Very bikeable,84,Very walkable,47,Some transit,Moderate,NA,Major,Minimal,"Places4 groceries, 37 restaurants, 1 parkTransit23, 25, 53, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle","Aug 19, 2023",Relisted (Active)NewHomeSource.com #2438061,NA,https://www.redfin.com/CA/Santa-Clara/2046-Worthington-Cir-95050/home/184814892,2.0,,Carpet,"Aug 18, 2023",DelistedNewHomeSource.com #2438061,NA,"Aug 12, 2023",Relisted (Active)NewHomeSource.com #2438061,NA,"Aug 9, 2023",DelistedNewHomeSource.com #2438061,NA,"May 3, 2023",Listed (Active)NewHomeSource.com #2438061,1411009.0,,,,"Apr 28, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41022450",1411009.0,"Mar 24, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41022450",1401059.0,,,
MLS Listing,,Multi-Family (2-4 Unit),1336-1330 Fremont St,Santa Clara,CA,95050,1550000,4.0,2.0,SANTA CLARA,1311.0,4800.0,1915.0,380.0,1182.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/1336-Fremont-St-95050/home/714196,MLSListings,ML81903821,N,Y,37.3500543,-121.9496774,"Detached, On Street, Parking Area",,Washer/Dryer,,Wall Furnace,Public Utilities,1.0,5,5,7,2.5,1182.0,,10959.0,91,Biker's paradise,90,Walker's paradise,50,Good transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 20 restaurants, 3 parksTransit21, 22, 53, 59, 60, ACE, ACETrain, BusBridge Caltrain (MPK-SCL)), CC, L1, L2, L4, L5, L6, Rapid 522","Aug 21, 2023",Price ChangedMLSListings #ML81903821,1550000.0,https://www.redfin.com/CA/Santa-Clara/1336-Fremont-St-95050/home/714196,2.0,,"Laminate, Tile","Aug 21, 2023",Relisted (Active)MLSListings #ML81903821,NA,"Jul 20, 2023",Pending (Pending (Do Not Show))MLSListings #ML81903821,NA,"Apr 28, 2023",Price ChangedMLSListings #ML81903821,1600000.0,"Aug 14, 2022",Price ChangedMLSListings #ML81903821,1830000.0,,,,"Aug 14, 2022",Listed (Active)MLSListings #ML81903821,183000000.0,,,,,,
MLS Listing,,Single Family Residential,1530 Pomeroy Ave,Santa Clara,CA,95051,2200000,2.0,1.0,SANTA CLARA,840.0,11195.0,1949.0,411.0,2619.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/1530-Pomeroy-Ave-95051/home/1264014,MLSListings,ML81903926,N,Y,37.3514461,-121.9870107,Detached,Eat in Kitchen,Inside,,Wall Furnace,"Individual Electric Meters, Natural Gas, Public Utilities",1.0,5,6,7,2.0,2619.0,,15555.0,71,Very bikeable,90,Walker's paradise,42,Some transit,Minimal,Minimal,Major,Minimal,"Places6 groceries, 30 restaurants, 4 parksTransit21, 22, 53, 57, ACE Gray, ACE Yellow, L1, L2, L3, L6, Rapid 522","May 1, 2023",Relisted (Active)MLSListings #ML81904001,NA,https://www.redfin.com/CA/Santa-Clara/1530-Pomeroy-Ave-95051/home/1264014,1.0,,,"May 1, 2023",Listing RemovedMLSListings #ML81904001,NA,"Aug 16, 2022",Listed (Active)MLSListings #ML81904001,2300000.0,"May 1, 2023",Relisted (Active)MLSListings #ML81903926,NA,"May 1, 2023",Listing RemovedMLSListings #ML81903926,NA,,,,"Aug 15, 2022",Listed (Active)MLSListings #ML81903926,2300000.0,,,,,,
MLS Listing,,Single Family Residential,1540 Pomeroy Ave,Santa Clara,CA,95051,2200000,2.0,1.0,SANTA CLARA,870.0,9020.0,1950.0,411.0,2529.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/1540-Pomeroy-Ave-95051/home/1829346,MLSListings,ML81903936,N,Y,37.3516339,-121.9870107,Detached,Eat in Kitchen,,,Wall Furnace,Individual Electric Meters,1.0,5,6,7,2.0,2529.0,2026216.0,15555.0,71,Very bikeable,90,Walker's paradise,42,Some transit,Minimal,Minimal,Major,Minimal,"Places6 groceries, 30 restaurants, 4 parksTransit21, 22, 53, 57, ACE Gray, ACE Yellow, L1, L2, L3, L6, Rapid 522","May 1, 2023",Relisted (Active)MLSListings #ML81903936,NA,https://www.redfin.com/CA/Santa-Clara/1540-Pomeroy-Ave-95051/home/1829346,1.0,,"Carpet, Hardwood, Tile","May 1, 2023",Listing RemovedMLSListings #ML81903936,NA,"Aug 15, 2022",Listed (Active)MLSListings #ML81903936,2300000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,608 Harrison St,Santa Clara,CA,95050,750000,,,SANTA CLARA,,4547.0,,551.0,,,Active,,,https://www.redfin.com/CA/Santa-Clara/608-Harrison-St-95050/home/1211437,MLSListings,ML81884353,N,Y,37.3540563,-121.9410226,,,,,,,,6,5,7,2.5,,690562.0,5303.0,81,Very bikeable,80,Very walkable,54,Good transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 18 restaurants, 3 parksTransit21, 22, 53, 59, 60, ACE, ACETrain, BusBridge Caltrain (MPK-SCL)), CC, L1, L2, L4, L5, L6, Rapid 522","Mar 28, 2022",Listed (Active)MLSListings #ML81884353,750000.0,https://www.redfin.com/CA/Santa-Clara/608-Harrison-St-95050/home/1211437,,,,"May 14, 2018",ListedSDMLS #301841220,449000.0,,,,,,,,,,,,,,,,,,,,,
New Construction Home,,Condo/Co-op,2036 Worthington Cir,Santa Clara,CA,95050,1386353,2.0,2.0,Anza at Agrihood,1609.0,,2023.0,48.0,862.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/2036-Worthington-Cir-95050/home/186476239,NewHomeSource.com,2510775,N,Y,37.326172,-121.951859,,,,,,,2.0,6,NA,6,,862.0,1384025.0,9802.0,81,Very bikeable,84,Very walkable,47,Some transit,Moderate,NA,Major,Minimal,"Places4 groceries, 37 restaurants, 1 parkTransit23, 25, 53, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle",,,,https://www.redfin.com/CA/Santa-Clara/2036-Worthington-Cir-95050/home/186476239,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Home,,Condo/Co-op,2011 Worthington Cir,Santa Clara,CA,95050,1490484,2.0,2.5,Anza at Agrihood,1577.0,,2023.0,91.0,945.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/2011-Worthington-Cir-95050/home/185972768,NewHomeSource.com,2481187,N,Y,37.326172,-121.951859,,,,,,,3.0,6,NA,6,,945.0,1478136.0,10539.0,81,Very bikeable,84,Very walkable,47,Some transit,Moderate,NA,Major,Minimal,"Places4 groceries, 37 restaurants, 1 parkTransit23, 25, 53, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle",,,,https://www.redfin.com/CA/Santa-Clara/2011-Worthington-Cir-95050/home/185972768,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Condo/Co-op,Plan 3,Santa Clara,CA,95050,1309990,2.0,2.0,Anza at Agrihood,1609.0,,,,814.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/Anza-at-Agrihood/Plan-3/home/183810351,NewHomeSource.com,Plan-242485579,N,Y,37.326172,-121.951859,,,,,,,2.0,6,NA,6,,814.0,,9262.0,81,Very bikeable,84,Very walkable,47,Some transit,Moderate,NA,Major,Minimal,"Places4 groceries, 37 restaurants, 1 parkTransit23, 25, 53, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle",,,,https://www.redfin.com/CA/Santa-Clara/Anza-at-Agrihood/Plan-3/home/183810351,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Condo/Co-op,Plan 2,Santa Clara,CA,95050,1324990,2.0,2.5,Anza at Agrihood,1577.0,,,,840.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/Anza-at-Agrihood/Plan-2/home/183810353,NewHomeSource.com,Plan-242485578,N,Y,37.326172,-121.951859,,,,,,,3.0,6,NA,6,,840.0,,9369.0,81,Very bikeable,84,Very walkable,47,Some transit,Moderate,NA,Major,Minimal,"Places4 groceries, 37 restaurants, 1 parkTransit23, 25, 53, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle",,,,https://www.redfin.com/CA/Santa-Clara/Anza-at-Agrihood/Plan-2/home/183810353,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Condo/Co-op,Plan 1,Santa Clara,CA,95050,1259990,2.0,2.0,Anza at Agrihood,1413.0,,,,892.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/Anza-at-Agrihood/Plan-1/home/183810257,NewHomeSource.com,Plan-242485577,N,Y,37.326172,-121.951859,,,,,,,2.0,6,NA,6,,892.0,,8909.0,81,Very bikeable,84,Very walkable,47,Some transit,Moderate,NA,Major,Minimal,"Places4 groceries, 37 restaurants, 1 parkTransit23, 25, 53, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle",,,,https://www.redfin.com/CA/Santa-Clara/Anza-at-Agrihood/Plan-1/home/183810257,,,,,,,,,,,,,,,,,,,,,,,,,,,
